name,gitUrl,commitID,repoName,clone,pomExist,hasHierarchicalPom,lastCommitDate
QianmiOpen:spring-boot-starter-rocketmq,https://github.com/QianmiOpen/spring-boot-starter-rocketmq.git,97ee46668d9f1f7f4fef482f767e8740c8e4fafd,spring-boot-starter-rocketmq,true,true,false,2018-03-02 09:45:15 +0800
petterobam:sqlite-oop,https://github.com/petterobam/sqlite-oop.git,947ba926a449d3d75b04782e74e38f637e3ad5aa,sqlite-oop,true,true,false,2018-07-29 19:27:42 +0800
kakawait:cas-security-spring-boot-starter,https://github.com/kakawait/cas-security-spring-boot-starter.git,fb48505a4efc5f33a3e4ba72bd90231d944ebbcf,cas-security-spring-boot-starter,true,true,true,
charite:jannovar,https://github.com/charite/jannovar.git,44c33d57fcece24d0abb0d8d861ede9383b5c901,jannovar,true,true,true,
yahoo:yql-plus,https://github.com/yahoo/yql-plus.git,0ba7dcf8df58eae7cb6144599fa5120194eee5e9,yql-plus,true,true,true,
faljse:SDNotify,https://github.com/faljse/SDNotify.git,fa5f368c06b7ea62e2924b676bf449e2b3ed14c7,SDNotify,true,true,false,2023-08-17 12:51:50 +0200
GeneralElectric:snowizard,https://github.com/GeneralElectric/snowizard.git,307fdf17892275a56bb666aa1f577ca7cab327c6,snowizard,true,true,true,
greengerong:prerender-java,https://github.com/greengerong/prerender-java.git,292bd36335126dd9ea3fd8329ce629efddeeb91c,prerender-java,true,true,true,
Kaysoro:KaellyBot,https://github.com/Kaysoro/KaellyBot.git,79725930131101e2bb655a3da67cb41ff10e4ddf,KaellyBot,true,true,false,2024-05-01 17:10:03 +0200
odavid:maven-plugins,https://github.com/odavid/maven-plugins.git,8d6d49393d1453be709ecc4cfe87f41f2081f5c5,maven-plugins,true,true,true,
netplex:json-smart-v2,https://github.com/netplex/json-smart-v2.git,4b1a6b516b10deec9edbaabf8eaccefa14667628,json-smart-v2,true,false,true,
kawhii:sso,https://github.com/kawhii/sso.git,3f163a3c1a8afcd1045642d195551105330faa97,sso,true,true,true,
adridadou:eth-contract-api,https://github.com/adridadou/eth-contract-api.git,1c88d275d36fa64f8961edd06ce0f4b03f8b0b3f,eth-contract-api,true,true,false,2019-08-20 09:48:36 +0200
outbrain:Aletheia,https://github.com/outbrain/Aletheia.git,,Aletheia,false,false,true,
skuzzle:restrict-imports-enforcer-rule,https://github.com/skuzzle/restrict-imports-enforcer-rule.git,d05853e9917a6c538a06db2134dbc0edc0beba90,restrict-imports-enforcer-rule,true,false,true,
jcabi:jcabi-aether,https://github.com/jcabi/jcabi-aether.git,ba6f309ca7b39f6c1048167ae90b14a6024f0446,jcabi-aether,true,true,true,
ppiastucki:recast4j,https://github.com/ppiastucki/recast4j.git,853050feb96e7b8c6f441bdc2037b0f09d911e6e,recast4j,true,false,true,
ExampleDriven:spring-cloud-eureka-example,https://github.com/ExampleDriven/spring-cloud-eureka-example.git,ca603d3c3b3cbabcc8b099ccd55ef1fad164bddb,spring-cloud-eureka-example,true,true,true,
tking:JSTUN,https://github.com/tking/JSTUN.git,6516d37c703b74d6dbbbdffdaa2a056ce2f2fdd5,JSTUN,true,true,false,2019-05-15 12:14:25 +0200
phax:ph-css,https://github.com/phax/ph-css.git,899e7494dbeaccc063687eb97206fef0edb94e95,ph-css,true,true,true,
AuthorizeNet:sdk-java,https://github.com/AuthorizeNet/sdk-java.git,4d204cef89f6f4fb217a3488869bb0e24454fb93,sdk-java,true,true,true,
domclick:spring-flow-statemachine,https://github.com/domclick/spring-flow-statemachine.git,2f5975187341c750eb449d08a0f64b27bf01ba43,spring-flow-statemachine,true,true,true,
microsoft:botbuilder-java,https://github.com/microsoft/botbuilder-java.git,416b2374547636ebdbc77376769cb5923abaf6ee,botbuilder-java,true,true,true,
radkovo:jStyleParser,https://github.com/radkovo/jStyleParser.git,aed9ffc08dda481222bd9cd66635116768e23a54,jStyleParser,true,true,false,2021-02-03 20:40:47 +0100
zycgit:hasor,https://github.com/zycgit/hasor.git,6341a97e8e83847847e582598940f76c37d1f438,hasor,true,true,true,
FasterXML:aalto-xml,https://github.com/FasterXML/aalto-xml.git,0820590fcf56ec3d5ca14608d6145e14e56f2650,aalto-xml,true,true,false,2022-10-16 18:26:14 -0700
hdiv:hdiv,https://github.com/hdiv/hdiv.git,ba538c4043ff9d0389be1476d0a93e903625da09,hdiv,true,true,true,
cassiomolin:jersey-jwt-springsecurity,https://github.com/cassiomolin/jersey-jwt-springsecurity.git,54a8fecc82da98d4a62cc0e229fcf2770032419a,jersey-jwt-springsecurity,true,true,false,2017-12-22 09:58:55 +0000
junkdog:artemis-odb,https://github.com/junkdog/artemis-odb.git,51628b3d316a2db1c1a7218572d03c56f2c98b0c,artemis-odb,true,true,true,
FasterXML:jackson-datatypes-collections,https://github.com/FasterXML/jackson-datatypes-collections.git,fae9393d663719f6386eb0ef014e13803fbb4fc1,jackson-datatypes-collections,true,true,true,
yahoo:egads,https://github.com/yahoo/egads.git,40d3db6e27fea649b2aa23c26d0f14991e6adaae,egads,true,true,false,2023-10-04 21:10:44 -0700
lukas-krecan:json2xml,https://github.com/lukas-krecan/json2xml.git,9119a4a062a3c4544789008c3b4eaf5dc65d5bfc,json2xml,true,true,false,2024-03-20 22:07:33 +0100
e-biz:spring-dbunit,https://github.com/e-biz/spring-dbunit.git,1ec51222ecdd5dbd6daa4bd6879c6eabe76dfb6b,spring-dbunit,true,true,true,
Devskiller:friendly-id,https://github.com/Devskiller/friendly-id.git,bc63e0a8f95981482771958a530e44000470d2bc,friendly-id,true,true,true,
mp911de:microbenchmark-runner,https://github.com/mp911de/microbenchmark-runner.git,23ce019fe50501fc65508d88290c811b53c7b75a,microbenchmark-runner,true,true,true,
wvengen:proguard-maven-plugin,https://github.com/wvengen/proguard-maven-plugin.git,9ade41337fefa00e489310e31ec795288179ea08,proguard-maven-plugin,true,true,true,
Cognifide:Slice,https://github.com/Cognifide/Slice.git,e89b85df07fdd89c297a0359073ed1b37efb60de,Slice,true,true,true,
anthonyu:KeptCollections,https://github.com/anthonyu/KeptCollections.git,d2351634f0af0b5129c034fd2facbdfeb4485a37,KeptCollections,true,true,false,2013-04-11 19:57:23 -0700
smartcat-labs:berserker,https://github.com/smartcat-labs/berserker.git,a80dab85f9cf8d608895935f097afee5017048e8,berserker,true,true,true,
panda-lang:light,https://github.com/panda-lang/light.git,0e71e697f608249c43525f6cafa8b9db25b56918,light,true,true,true,
tennaito:rsql-jpa,https://github.com/tennaito/rsql-jpa.git,7458a9e9f93b185dfff165da6cee3706587f2b10,rsql-jpa,true,true,false,2017-05-01 14:34:17 -0300
graphhopper:jsprit,https://github.com/graphhopper/jsprit.git,2d4be9ba2f6bb7eb7f8f1418f73fe463463fb286,jsprit,true,true,true,
astrapi69:jgeohash,https://github.com/astrapi69/jgeohash.git,f0b60c617f4940914cb3c09db67f3be8f5a9d632,jgeohash,true,false,true,
zhicwu:cassandra-jdbc-driver,https://github.com/zhicwu/cassandra-jdbc-driver.git,0950534efa46aecf8fedd290befb748cce126b15,cassandra-jdbc-driver,true,true,false,2017-03-07 19:48:20 +0800
bonnyfone:vectalign,https://github.com/bonnyfone/vectalign.git,63806ac71ebd5d9472bf97893b3ec6c5741b5735,vectalign,true,true,false,2021-06-22 11:52:39 +0200
lpradel:steam-web-api-java,https://github.com/lpradel/steam-web-api-java.git,6450a7314fe887fd700180bcf3e3c1185787c34c,steam-web-api-java,true,true,false,2024-01-31 21:15:34 +0100
JOML-CI:JOML,https://github.com/JOML-CI/JOML.git,9f67120a6c4f47408b33ae8298ad33c60eee78e7,JOML,true,false,true,
fizzed:rocker,https://github.com/fizzed/rocker.git,83499963246398a587e4ee65496b45b05475b0fe,rocker,true,true,true,
iMouseWu:limiter,https://github.com/iMouseWu/limiter.git,6245d6ae08f8a271ce3a36d96bebb195f27ac56f,limiter,true,true,true,
codelion:gramtest,https://github.com/codelion/gramtest.git,355cf41dcf0904e8d28aeb220241df0137c789ca,gramtest,true,true,false,2023-09-23 21:05:37 +0800
domaframework:doma-spring-boot,https://github.com/domaframework/doma-spring-boot.git,e0b46cdbc05c8c50ff56666c105ffa9c06546635,doma-spring-boot,true,true,true,
jenkinsci:ansicolor-plugin,https://github.com/jenkinsci/ansicolor-plugin.git,74393de55727a57a83eb66b0ddd55142700ec415,ansicolor-plugin,true,true,false,2024-05-07 04:59:41 -0400
Nepxion:Skeleton,https://github.com/Nepxion/Skeleton.git,eb4d2340107c3dff81c222f06322d1acb6a41efc,Skeleton,true,true,true,
GameUnion:ServerCore,https://github.com/GameUnion/ServerCore.git,97a962fd31d921d5704d935c586dfb241cb55521,ServerCore,true,true,false,2022-02-13 00:03:41 +0900
damianszczepanik:cucumber-reporting,https://github.com/damianszczepanik/cucumber-reporting.git,1779c194ecf5a65b7137aeae618cec26a0aec4b2,cucumber-reporting,true,true,false,2024-05-03 11:45:14 +0200
martinpaljak:apdu4j,https://github.com/martinpaljak/apdu4j.git,818ebc562c73e894da097796683e8b2a75c6626d,apdu4j,true,true,true,
super-csv:super-csv,https://github.com/super-csv/super-csv.git,208d3082cd5cdab39da8873cf741f8b672d1af5b,super-csv,true,true,true,
wultra:powerauth-crypto,https://github.com/wultra/powerauth-crypto.git,05de759e3ba5945ab18f1d0ba12d8982210bd5ec,powerauth-crypto,true,true,true,
zhihuili:flower,https://github.com/zhihuili/flower.git,20ffb722ff5daa7f357dada0e6eb174ad4e09db4,flower,true,true,true,
patrickfav:indoor-positioning,https://github.com/patrickfav/indoor-positioning.git,b9cb84f306848179eeb80fc4352ef0ad7da4a7f4,indoor-positioning,true,true,false,2024-01-12 23:09:56 +0100
Kotlin:kotlinx-lincheck,https://github.com/Kotlin/kotlinx-lincheck.git,f1c24bd39c21307bb5441ed6253fc7295e08b84b,kotlinx-lincheck,true,false,true,
jirutka:validator-collection,https://github.com/jirutka/validator-collection.git,df45b077edf39ffb53f0f643b42036f234ae6c0a,validator-collection,true,true,false,2017-03-27 19:50:58 +0200
easymock:easymock,https://github.com/easymock/easymock.git,93ca6d34094bb1c0fed61b28fd1968524a167acb,easymock,true,true,true,
vidageek:crawler,https://github.com/vidageek/crawler.git,43d5d16364a7f50a17c16a0b378326b1f2b03eab,crawler,true,true,false,2022-03-31 13:17:30 -0300
baomidou:mybatis-plus-samples,https://github.com/baomidou/mybatis-plus-samples.git,314300a9abdd58937a5fc3fb8a2bef47e40fd9ff,mybatis-plus-samples,true,true,true,
vbauer:jconditions,https://github.com/vbauer/jconditions.git,c5816a8439df7cc891a25387cc08ffa22a3cd5c6,jconditions,true,true,false,2018-11-05 15:46:22 +0700
cardillo:joinery,https://github.com/cardillo/joinery.git,aa7f0742fc872f0a1b1b262ff64bc9d21b917620,joinery,true,true,false,2023-11-21 13:38:18 -0600
logstash:log4j-jsonevent-layout,https://github.com/logstash/log4j-jsonevent-layout.git,6fe6dcdbda0245d3a2b59f3bfe47f222468f87e4,log4j-jsonevent-layout,true,true,false,2014-09-09 16:21:47 -0400
OpenNMS:newts,https://github.com/OpenNMS/newts.git,56e51ed5b5b9e3474b9ccd524c7b684745983e25,newts,true,true,true,
zhoutaoo:SpringCloud,https://github.com/zhoutaoo/SpringCloud.git,66330fa22403bc1db4b16f4c1bdc25116065e1c9,SpringCloud,true,true,true,
sofastack:sofa-common-tools,https://github.com/sofastack/sofa-common-tools.git,260a8126d7b779e1b1a0f64501caf4292f7351a4,sofa-common-tools,true,true,false,2024-05-23 15:24:02 +0800
eBay:jsonex,https://github.com/eBay/jsonex.git,dcd510fe5442f18ea0399988563f130fb6c297b2,jsonex,true,true,true,
arnaudroger:SimpleFlatMapper,https://github.com/arnaudroger/SimpleFlatMapper.git,7dc0c591ec0ab5f4bede168ffc3f66e6eaa88abd,SimpleFlatMapper,true,true,true,
vert-x3:vertx-codegen,https://github.com/vert-x3/vertx-codegen.git,286a23e67ae3f42345b8a0fd36beacdf7ffc54f9,vertx-codegen,true,true,true,
harishreedharan:usingflumecode,https://github.com/harishreedharan/usingflumecode.git,dd027214b5ea4cb35260f95562a142c9f28ff166,usingflumecode,true,true,true,
apache:opennlp,https://github.com/apache/opennlp.git,ffb015a14505b09b8ecc477a9d5d9d39f823b960,opennlp,true,true,true,
salesforce:dockerfile-image-update,https://github.com/salesforce/dockerfile-image-update.git,f409bf172d3f1bd731b64c0bbde27c5f956183f8,dockerfile-image-update,true,false,true,
jfaster:mango,https://github.com/jfaster/mango.git,c5bad3c4f337ac6580023d705ccfdeef5fd7f149,mango,true,true,false,2020-08-20 18:46:16 +0800
MoriTanosuke:glacieruploader,https://github.com/MoriTanosuke/glacieruploader.git,291f5b104be4663a2e0b3674541c7e9479e7a93c,glacieruploader,true,true,true,
java-diff-utils:java-diff-utils,https://github.com/java-diff-utils/java-diff-utils.git,ba60ae8ca471193fd99ed00247b9533d903008a8,java-diff-utils,true,true,true,
binarywang:java-testdata-generator,https://github.com/binarywang/java-testdata-generator.git,4e9842dc931e875210fb441d77c47a97191b3697,java-testdata-generator,true,true,false,2023-06-21 14:48:03 +0800
daniel-cottone:Cerberus,https://github.com/daniel-cottone/Cerberus.git,0db43366d8b2441b4691a8f36d27517e52e50a33,Cerberus,true,true,false,2017-05-07 20:29:14 -0500
syhily:elasticsearch-jdbc,https://github.com/syhily/elasticsearch-jdbc.git,,elasticsearch-jdbc,false,false,true,
artsok:rerunner-jupiter,https://github.com/artsok/rerunner-jupiter.git,361c11c12eafc5dcf28f2fb54c296dbdd60f8091,rerunner-jupiter,true,true,false,2022-03-01 10:03:10 +0300
knowm:XChart,https://github.com/knowm/XChart.git,c118bb60de67b8db6537cb0d38709134359c6ff9,XChart,true,true,true,
devnied:EMV-NFC-Paycard-Enrollment,https://github.com/devnied/EMV-NFC-Paycard-Enrollment.git,0951a38920aa9970a891e122cad1ef1734e55068,EMV-NFC-Paycard-Enrollment,true,true,true,
mongobee:mongobee,https://github.com/mongobee/mongobee.git,4e1ec5e381121fc9e5ad54881c84029114bafa52,mongobee,true,true,false,2018-03-23 22:29:22 +0100
apache:incubator-datasketches-java,https://github.com/apache/incubator-datasketches-java.git,8cea2d885cd8d14e2e9a586eaec48bd3602d23ac,incubator-datasketches-java,true,true,false,2024-05-23 12:06:54 -0700
spotify:java-hamcrest,https://github.com/spotify/java-hamcrest.git,fba1803df0e2ef381ddfc841b2f6f37adaaed13b,java-hamcrest,true,true,true,
apache:commons-validator,https://github.com/apache/commons-validator.git,b8bec0f9d6f722be363f2cdb1618d3f4057c4473,commons-validator,true,true,false,2024-05-25 20:19:10 +0000
red6:pdfcompare,https://github.com/red6/pdfcompare.git,7a882b62602276b97b439df72c8b70ab1ee71cf8,pdfcompare,true,true,false,2024-03-13 16:20:44 +0100
lightoze:gwt-i18n-server,https://github.com/lightoze/gwt-i18n-server.git,96de53288e9bf31721d7b0e2a1d9f7b6ce1a7e83,gwt-i18n-server,true,true,false,2019-02-18 23:03:16 +0200
sachin-handiekar:jMusixMatch,https://github.com/sachin-handiekar/jMusixMatch.git,9c8683351c3d9e52c5dd75f21b2b0c8b43fd4541,jMusixMatch,true,true,false,2021-04-04 22:23:26 +0100
miwurster:spring-data-influxdb,https://github.com/miwurster/spring-data-influxdb.git,a29fc9e9ccbe28c7f8070aab160fa169d058af68,spring-data-influxdb,true,true,false,2019-07-30 11:19:25 +0200
YahooArchive:gondola,https://github.com/YahooArchive/gondola.git,b27a3af712072d57e64090931075fa85de01bffe,gondola,true,true,true,
yzsunlei:xmall,https://github.com/yzsunlei/xmall.git,88080b7aeed2f87f79cb70c0f185f66739de0482,xmall,true,true,true,
atomix:catalyst,https://github.com/atomix/catalyst.git,140e762cb975cd8ee1fd85119043c5b8bf917c5c,catalyst,true,true,true,
OKaluzny:springboot-rest-api-angularjs-https,https://github.com/OKaluzny/springboot-rest-api-angularjs-https.git,d057f4bad81a8a888a7f057dc77e53c0dec111e0,springboot-rest-api-angularjs-https,true,true,false,2017-09-23 19:39:35 +0300
code4craft:webmagic,https://github.com/code4craft/webmagic.git,7d2d2244b3f5c830f1e9258f28ab669e3596eaa2,webmagic,true,true,true,
decorators-squad:eo-yaml,https://github.com/decorators-squad/eo-yaml.git,0a81c24c85943a12e661215bbd76ba2d3d5ce944,eo-yaml,true,true,false,2024-05-27 10:35:42 +0300
zalando-stups:swagger-codegen-tooling,https://github.com/zalando-stups/swagger-codegen-tooling.git,7249d00dff0b94b2ffa724b3d6b2aa5fc7233103,swagger-codegen-tooling,true,true,true,
actframework:actframework,https://github.com/actframework/actframework.git,b3a0b97f4354054bbe6d71d29eaadb5cf483dc3b,actframework,true,true,true,
whizzosoftware:WZWave,https://github.com/whizzosoftware/WZWave.git,b5a337842605bb88f4cb4c31211c4793dc4811e5,WZWave,true,true,false,2019-05-13 14:23:41 +0200
gncloud:fastcatsearch,https://github.com/gncloud/fastcatsearch.git,,fastcatsearch,false,false,true,
hermannpencole:nifi-config,https://github.com/hermannpencole/nifi-config.git,e4a8a251bd01fd4026ac4fe6868791f4496ce882,nifi-config,true,true,false,2022-11-23 09:05:35 +0100
sculptor:sculptor,https://github.com/sculptor/sculptor.git,f57ce67563f1ffa0a6a52d1ea81ad14dbe31b8e7,sculptor,true,true,true,
NanoHttpd:nanohttpd,https://github.com/NanoHttpd/nanohttpd.git,efb2ebf85a2b06f7c508aba9eaad5377e3a01e81,nanohttpd,true,true,true,
jonashackt:spring-boot-rest-clientcertificate,https://github.com/jonashackt/spring-boot-rest-clientcertificate.git,8b3a6c8e1c93a42fb9dc3244b573213208f1e3c8,spring-boot-rest-clientcertificate,true,true,false,2023-11-23 10:56:42 +0000
jpmml:jpmml-model,https://github.com/jpmml/jpmml-model.git,5f62bc26df09572f53cfae636411f749f28c48d5,jpmml-model,true,true,true,
mdeinum:spring-utils,https://github.com/mdeinum/spring-utils.git,2efa1188370969156264c10226673eb5d792969c,spring-utils,true,true,false,2017-01-11 09:06:45 +0100
rnorth:visible-assertions,https://github.com/rnorth/visible-assertions.git,ba7400caddf11538d96aad443fb74bbf1fc04c70,visible-assertions,true,true,false,2021-06-17 13:59:09 +0100
trekawek:toxiproxy-java,https://github.com/trekawek/toxiproxy-java.git,5cf48d9383b3045789f8d2c9c2e20b0c2d694643,toxiproxy-java,true,true,false,2024-03-02 15:46:38 +0100
drtrang:Copiers,https://github.com/drtrang/Copiers.git,775b2bc702d2df74c4ef3d3c9d7563aedc8e660b,Copiers,true,true,false,2018-07-31 17:49:44 +0800
francisdb:serviceloader-maven-plugin,https://github.com/francisdb/serviceloader-maven-plugin.git,09ad34bd0fd9ef836e8e0ae41e1b2a4655d6ce21,serviceloader-maven-plugin,true,true,true,
zeebe-io:spring-zeebe,https://github.com/zeebe-io/spring-zeebe.git,8f9f1e384354b081ecaeb32751ada4657a05bc5d,spring-zeebe,true,true,true,
Antibrumm:jackson-antpathfilter,https://github.com/Antibrumm/jackson-antpathfilter.git,40f3af16e9a32fec910fadfde144c4b58217d5e7,jackson-antpathfilter,true,true,false,2021-06-27 08:57:38 +0200
KengoTODA:what-is-maven,https://github.com/KengoTODA/what-is-maven.git,62d87c565341c96a1b9afe62f9056809907b4460,what-is-maven,true,true,true,
dka23:gitlab-github-proxy,https://github.com/dka23/gitlab-github-proxy.git,31b384edae5a6fcf1226c6a218c8ab6a8cd37975,gitlab-github-proxy,true,true,false,2018-10-03 11:31:45 +0200
usdot-jpo-ode:jpo-ode,https://github.com/usdot-jpo-ode/jpo-ode.git,7b9f559550879557455552361e92d1316e811be4,jpo-ode,true,true,true,
miltonio:milton2,https://github.com/miltonio/milton2.git,c27774c0eaaa188abc7d30feb1f3b15092e24698,milton2,true,true,true,
Sayi:swagger-dubbo,https://github.com/Sayi/swagger-dubbo.git,428851031419ed2c6090c1974fc0f9e977b24a5b,swagger-dubbo,true,true,true,
phax:ph-ubl,https://github.com/phax/ph-ubl.git,35450cd20b5d22bf54a474b01a93d2d5b666e33a,ph-ubl,true,true,true,
susom:database,https://github.com/susom/database.git,de0d0391cf61f27c641caf8a2e4c623c070ff21f,database,true,true,true,
TFdream:cherry,https://github.com/TFdream/cherry.git,030f22fc889450f595e3fbcc5c4d6155010b33d4,cherry,true,true,true,
soleaf:ErRabbit,https://github.com/soleaf/ErRabbit.git,07784a9d436e45911be9b5e2c71fc7d2796a6916,ErRabbit,true,true,false,2017-06-27 14:26:49 +0900
Sayi:swagger-diff,https://github.com/Sayi/swagger-diff.git,e6abc1483ec90859aeba9d9ad4e7fd0368352d47,swagger-diff,true,true,false,2020-06-30 02:13:05 +0800
thelinmichael:spotify-web-api-java,https://github.com/thelinmichael/spotify-web-api-java.git,a920b5d387b14d7fdaa4441c184fc8f9ef3b7ad8,spotify-web-api-java,true,true,false,2024-05-27 19:50:43 +0000
hoijui:JavaOSC,https://github.com/hoijui/JavaOSC.git,755995b1d46c7fdf96e002a1689596acdf826907,JavaOSC,true,true,true,
patriques82:alphavantage4j,https://github.com/patriques82/alphavantage4j.git,bcc8fced9e8ca53af600434bca6ae6dac0819658,alphavantage4j,true,true,false,2019-01-06 18:11:34 +0100
sematext:solr-redis,https://github.com/sematext/solr-redis.git,5775a9d2a8501cc6c59bf0ab32d866aac1d2a3d8,solr-redis,true,true,false,2022-05-20 17:20:12 -0400
astefanutti:metrics-cdi,https://github.com/astefanutti/metrics-cdi.git,d14cc3a3e54d2be77cdffd0f1cec40db1e7e52e7,metrics-cdi,true,true,true,
davidmoten:rtree,https://github.com/davidmoten/rtree.git,56fd2f82019cc897234da1e9a12496cd258d2086,rtree,true,true,false,2024-05-22 11:24:55 +0000
spdx:tools,https://github.com/spdx/tools.git,bc35e25dacb728bf8332b82b509bb3efacd6c64e,tools,true,true,false,2022-12-10 21:03:45 -0800
yidasanqian:dynamic-add-date,https://github.com/yidasanqian/dynamic-add-date.git,e27e77b05210638ea14ce4882c43fc2dfd87cdfa,dynamic-add-date,true,true,false,2021-04-26 10:52:23 +0800
OneBusAway:onebusaway-alexa,https://github.com/OneBusAway/onebusaway-alexa.git,e1bcdfeecf92e9959ee602bfc0b03b264c352373,onebusaway-alexa,true,true,false,2020-10-13 10:28:17 -0400
neoremind:fluent-validator,https://github.com/neoremind/fluent-validator.git,9422352dc4df99565aab41b96c05e7a284c9f578,fluent-validator,true,true,true,
alexec:docker-maven-plugin,https://github.com/alexec/docker-maven-plugin.git,ea15f9e6c273989bb91f4228fb52cb73d00e07b3,docker-maven-plugin,true,true,true,
deric:gitlab-ci-mesos,https://github.com/deric/gitlab-ci-mesos.git,,gitlab-ci-mesos,false,false,true,
j-easy:easy-props,https://github.com/j-easy/easy-props.git,d61854d94b89928d3c9ed9dc7b1fce022c0c51dc,easy-props,true,true,false,2020-11-15 23:10:36 +0100
stoicflame:ofx4j,https://github.com/stoicflame/ofx4j.git,d65060ea26c5651f6a7d60609e17ed7e8e8508f0,ofx4j,true,true,false,2024-04-15 16:50:46 -0600
kdkanishka:Virustotal-Public-API-V2.0-Client,https://github.com/kdkanishka/Virustotal-Public-API-V2.0-Client.git,cff6279f718c0dfea1cb1c8011a2049a7347ec03,Virustotal-Public-API-V2.0-Client,true,true,true,
trekawek:coffee-gb,https://github.com/trekawek/coffee-gb.git,a35849d783545b113dc454929fe27687537f3b2f,coffee-gb,true,true,false,2024-03-05 19:19:15 +0100
ef-labs:stash-hook-mirror,https://github.com/ef-labs/stash-hook-mirror.git,a87bb6b725c760675f60bb0af407ffa9d30ddd3a,stash-hook-mirror,true,true,false,2020-08-20 09:50:32 +0200
gini:dropwizard-gelf,https://github.com/gini/dropwizard-gelf.git,1a525b06ba032d65ecf8421e2141081455f33058,dropwizard-gelf,true,true,false,2022-10-10 08:46:14 +0200
WorksApplications:elasticsearch-sudachi,https://github.com/WorksApplications/elasticsearch-sudachi.git,28d6e94e77c654d70ce74600046f02a39095d612,elasticsearch-sudachi,true,false,true,
magja:magja,https://github.com/magja/magja.git,6923f753daccac81761f777a1a3b64ad1c717edc,magja,true,true,true,
mkobos:pca_transform,https://github.com/mkobos/pca_transform.git,0f73f443465eeae2d2131fc0da82a7cf7dc92bc2,pca_transform,true,true,false,2015-06-23 02:11:24 +0200
ripreal:V8LogScanner,https://github.com/ripreal/V8LogScanner.git,3789156a0ab07c4b2cdd91e8165ca733ecc01905,V8LogScanner,true,true,false,2023-06-09 17:42:23 +0300
vbauer:herald,https://github.com/vbauer/herald.git,608c39a6223184ff083ab3f5a737df51da8751b7,herald,true,true,false,2022-12-22 04:39:07 +0700
salyh:javamail-mock2,https://github.com/salyh/javamail-mock2.git,73266c1d4d3606baac542933e7512633a39de1c4,javamail-mock2,true,true,false,2014-06-20 21:18:07 +0200
xuminwlt:j360-dubbo-app-all,https://github.com/xuminwlt/j360-dubbo-app-all.git,fc32b0b074177a30d558ae8f0714ae4c05a7e47f,j360-dubbo-app-all,true,true,true,
j-easy:easy-random,https://github.com/j-easy/easy-random.git,51150d4621c4ec6d534d99e6a71eeaeb2e11caaf,easy-random,true,true,false,2023-09-09 22:48:13 +0200
wmz7year:Thrift-Connection-Pool,https://github.com/wmz7year/Thrift-Connection-Pool.git,664df53dab12f87a53442e63dcaef1a7af5a484b,Thrift-Connection-Pool,true,true,false,2016-05-09 17:49:33 +0800
lanyonm:playground,https://github.com/lanyonm/playground.git,c0c50b69bfb08cae2d267bd95774be66df2ddb1b,playground,true,true,false,2016-01-04 09:22:09 -0600
magro:kryo-serializers,https://github.com/magro/kryo-serializers.git,cc89b036d90403a9c6c98dd13800811a33a48962,kryo-serializers,true,true,false,2019-05-16 15:11:51 +0200
poetix:octarine,https://github.com/poetix/octarine.git,1161036869336b85d24c00a556840ef6e286f3a7,octarine,true,true,true,
awaitility:awaitility,https://github.com/awaitility/awaitility.git,fbe16add874b4260dd240108304d5c0be84eabc8,awaitility,true,true,true,
maihaoche:rocketmq-spring-boot-starter,https://github.com/maihaoche/rocketmq-spring-boot-starter.git,3992d46bd24c859cd1bd903689f9f1e5cb73f1f4,rocketmq-spring-boot-starter,true,true,false,2020-06-05 15:00:49 +0800
mast-group:sequence-mining,https://github.com/mast-group/sequence-mining.git,fd1ab464f902d596bad5663900c03166328ed91d,sequence-mining,true,true,true,
square:rack-servlet,https://github.com/square/rack-servlet.git,9d480e4953f8297436a73928c41e592bddc1556b,rack-servlet,true,true,true,
robert-bor:CSVeed,https://github.com/robert-bor/CSVeed.git,d65446ae0fc89b3b137b2a0aa32165812ee3e528,CSVeed,true,true,false,2024-04-21 15:16:23 -0400
leonchen83:redis-rdb-cli,https://github.com/leonchen83/redis-rdb-cli.git,eb98bb08b9216e7e48582ff82744696ff4938c5a,redis-rdb-cli,true,true,false,2024-02-21 17:57:29 +0800
web3j:web3j-maven-plugin,https://github.com/web3j/web3j-maven-plugin.git,0a65edf50f5ca5d1475e01b437e0104914522747,web3j-maven-plugin,true,true,true,
gabrie-allaigre:sonar-gitlab-plugin,https://github.com/gabrie-allaigre/sonar-gitlab-plugin.git,1a6b20737c0e034fed35f555442fa493c6268e9f,sonar-gitlab-plugin,true,true,false,2019-05-15 10:21:09 +0200
GrammarViz2:grammarviz2_src,https://github.com/GrammarViz2/grammarviz2_src.git,e6f5fecd4e16f6abf3b5bf45f994efe5995121a5,grammarviz2_src,true,true,false,2022-01-10 21:10:41 +0100
j-easy:easy-batch,https://github.com/j-easy/easy-batch.git,647ce811fc1ada476ceef4f48a2f8523367a4892,easy-batch,true,true,true,
mojohaus:exec-maven-plugin,https://github.com/mojohaus/exec-maven-plugin.git,dced4f552949ea560cf8f69135e37f554dd4345b,exec-maven-plugin,true,true,true,
mojohaus:extra-enforcer-rules,https://github.com/mojohaus/extra-enforcer-rules.git,fba70bd064b343cbc9b86414c983a69f2344ccbb,extra-enforcer-rules,true,true,true,
