name,gitUrl,commitID,repoName
susom:database,https://github.com/susom/database.git,04cb58b,database
TFdream:cherry,https://github.com/TFdream/cherry.git,030f22f,cherry
soleaf:ErRabbit,https://github.com/soleaf/ErRabbit.git,07784a9,ErRabbit
Sayi:swagger-diff,https://github.com/Sayi/swagger-diff.git,b4ea0b5,swagger-diff
thelinmichael:spotify-web-api-java,https://github.com/thelinmichael/spotify-web-api-java.git,1e767cef,spotify-web-api-java
hoijui:JavaOSC,https://github.com/hoijui/JavaOSC.git,c14f725,JavaOSC
patriques82:alphavantage4j,https://github.com/patriques82/alphavantage4j.git,bcc8fce,alphavantage4j
sematext:solr-redis,https://github.com/sematext/solr-redis.git,a0439f7,solr-redis
astefanutti:metrics-cdi,https://github.com/astefanutti/metrics-cdi.git,1d14609,metrics-cdi
davidmoten:rtree,https://github.com/davidmoten/rtree.git,569cf17,rtree
spdx:tools,https://github.com/spdx/tools.git,783710fb,tools
yidasanqian:dynamic-add-date,https://github.com/yidasanqian/dynamic-add-date.git,69d13b8,dynamic-add-date
OneBusAway:onebusaway-alexa,https://github.com/OneBusAway/onebusaway-alexa.git,2fcf0aa,onebusaway-alexa
neoremind:fluent-validator,https://github.com/neoremind/fluent-validator.git,b516970,fluent-validator
alexec:docker-maven-plugin,https://github.com/alexec/docker-maven-plugin.git,743fa72,docker-maven-plugin
deric:gitlab-ci-mesos,https://github.com/deric/gitlab-ci-mesos.git,3b78739,gitlab-ci-mesos
j-easy:easy-props,https://github.com/j-easy/easy-props.git,ab21b92,easy-props
stoicflame:ofx4j,https://github.com/stoicflame/ofx4j.git,9315ca3,ofx4j
kdkanishka:Virustotal-Public-API-V2.0-Client,https://github.com/kdkanishka/Virustotal-Public-API-V2.0-Client.git,cff6279,Virustotal-Public-API-V2.0-Client
trekawek:coffee-gb,https://github.com/trekawek/coffee-gb.git,088b86f,coffee-gb
ef-labs:stash-hook-mirror,https://github.com/ef-labs/stash-hook-mirror.git,f1e3a44,stash-hook-mirror
gini:dropwizard-gelf,https://github.com/gini/dropwizard-gelf.git,07e0094,dropwizard-gelf
WorksApplications:elasticsearch-sudachi,https://github.com/WorksApplications/elasticsearch-sudachi.git,b20c366,elasticsearch-sudachi
magja:magja,https://github.com/magja/magja.git,ba51bf2,magja
mkobos:pca_transform,https://github.com/mkobos/pca_transform.git,0f73f44,pca_transform
ripreal:V8LogScanner,https://github.com/ripreal/V8LogScanner.git,37a5aee,V8LogScanner
vbauer:herald,https://github.com/vbauer/herald.git,ea8ad26,herald
salyh:javamail-mock2,https://github.com/salyh/javamail-mock2.git,73266c1,javamail-mock2
xuminwlt:j360-dubbo-app-all,https://github.com/xuminwlt/j360-dubbo-app-all.git,fc32b0b,j360-dubbo-app-all
j-easy:easy-random,https://github.com/j-easy/easy-random.git,d34a7550,easy-random
wmz7year:Thrift-Connection-Pool,https://github.com/wmz7year/Thrift-Connection-Pool.git,664df53,Thrift-Connection-Pool
lanyonm:playground,https://github.com/lanyonm/playground.git,c0c50b6,playground
magro:kryo-serializers,https://github.com/magro/kryo-serializers.git,cc89b03,kryo-serializers
poetix:octarine,https://github.com/poetix/octarine.git,b365040,octarine
awaitility:awaitility,https://github.com/awaitility/awaitility.git,99959ea,awaitility
maihaoche:rocketmq-spring-boot-starter,https://github.com/maihaoche/rocketmq-spring-boot-starter.git,564c26b,rocketmq-spring-boot-starter
mast-group:sequence-mining,https://github.com/mast-group/sequence-mining.git,fd1ab46,sequence-mining
square:rack-servlet,https://github.com/square/rack-servlet.git,9d480e4,rack-servlet
robert-bor:CSVeed,https://github.com/robert-bor/CSVeed.git,6ecb580,CSVeed
leonchen83:redis-rdb-cli,https://github.com/leonchen83/redis-rdb-cli.git,36b7ad2,redis-rdb-cli
web3j:web3j-maven-plugin,https://github.com/web3j/web3j-maven-plugin.git,48c5be9,web3j-maven-plugin
GrammarViz2:grammarviz2_src,https://github.com/GrammarViz2/grammarviz2_src.git,db4c7dd,grammarviz2_src
gabrie-allaigre:sonar-gitlab-plugin,https://github.com/gabrie-allaigre/sonar-gitlab-plugin.git,1a6b207,sonar-gitlab-plugin
j-easy:easy-batch,https://github.com/j-easy/easy-batch.git,bc1683c6,easy-batch
mojohaus:exec-maven-plugin,https://github.com/mojohaus/exec-maven-plugin.git,7c8c61f,exec-maven-plugin
mojohaus:extra-enforcer-rules,https://github.com/mojohaus/extra-enforcer-rules.git,04bfb54,extra-enforcer-rules
symphonyoss:symphony-java-client,https://github.com/symphonyoss/symphony-java-client.git,d091ebe,symphony-java-client
EsotericSoftware:reflectasm,https://github.com/EsotericSoftware/reflectasm.git,c86a421,reflectasm
apache:incubator-tamaya,https://github.com/apache/incubator-tamaya.git,b3c2820e,incubator-tamaya
wihoho:FaceRecognition,https://github.com/wihoho/FaceRecognition.git,df9471c,FaceRecognition
yammer:dropwizard-auth-ldap,https://github.com/yammer/dropwizard-auth-ldap.git,5e46b80,dropwizard-auth-ldap
raphw:guava-cache-overflow-extension,https://github.com/raphw/guava-cache-overflow-extension.git,befa47b,guava-cache-overflow-extension
Adobe-Consulting-Services:acs-aem-commons,https://github.com/Adobe-Consulting-Services/acs-aem-commons.git,cf40cb130,acs-aem-commons
httpcache4j:httpcache4j,https://github.com/httpcache4j/httpcache4j.git,9c07ebd,httpcache4j
minwan1:spring-security-oauth2-example,https://github.com/minwan1/spring-security-oauth2-example.git,205461b,spring-security-oauth2-example
klieber:phantomjs-maven-plugin,https://github.com/klieber/phantomjs-maven-plugin.git,7ec6526,phantomjs-maven-plugin
zapodot:embedded-db-junit,https://github.com/zapodot/embedded-db-junit.git,913a338,embedded-db-junit
excelsior-oss:restler,https://github.com/excelsior-oss/restler.git,58efcff,restler
tcurdt:jdeb,https://github.com/tcurdt/jdeb.git,004778c,jdeb
FlexTradeUKLtd:jfixture,https://github.com/FlexTradeUKLtd/jfixture.git,16fc989,jfixture
velo:feign-mock,https://github.com/velo/feign-mock.git,b91e135,feign-mock
3wks:thundr,https://github.com/3wks/thundr.git,13ee04f,thundr
vert-x3:vertx-kafka-client,https://github.com/vert-x3/vertx-kafka-client.git,5672638,vertx-kafka-client
jhalterman:sarge,https://github.com/jhalterman/sarge.git,c192876,sarge
extjwnl:extjwnl,https://github.com/extjwnl/extjwnl.git,0e76b5f,extjwnl
sterodium:selenium-grid-extensions,https://github.com/sterodium/selenium-grid-extensions.git,407cde0,selenium-grid-extensions
burtcorp:jmespath-java,https://github.com/burtcorp/jmespath-java.git,f119644,jmespath-java
unic:neba,https://github.com/unic/neba.git,b23a80f4,neba
jenkinsci:github-plugin,https://github.com/jenkinsci/github-plugin.git,7549b07,github-plugin
drallieiv:KinanCity,https://github.com/drallieiv/KinanCity.git,033c239,KinanCity
FasterXML:jackson-modules-base,https://github.com/FasterXML/jackson-modules-base.git,90d3527,jackson-modules-base
netceteragroup:valdr-bean-validation,https://github.com/netceteragroup/valdr-bean-validation.git,fdd07fa,valdr-bean-validation
mybatis:freemarker-scripting,https://github.com/mybatis/freemarker-scripting.git,222cf2d,freemarker-scripting
jeevatkm:excelReader,https://github.com/jeevatkm/excelReader.git,87f4514,excelReader
forgemo:bittrex-java-client,https://github.com/forgemo/bittrex-java-client.git,1615aab,bittrex-java-client
protegeproject:swrlapi,https://github.com/protegeproject/swrlapi.git,60bebd4,swrlapi
gitbucket:markedj,https://github.com/gitbucket/markedj.git,5591594,markedj
binarywang:qrcode-utils,https://github.com/binarywang/qrcode-utils.git,cef3010,qrcode-utils
garethjevans:swagger-codegen-maven-plugin,https://github.com/garethjevans/swagger-codegen-maven-plugin.git,87cdeae,swagger-codegen-maven-plugin
spotify:netty-zmtp,https://github.com/spotify/netty-zmtp.git,bbdcf4c,netty-zmtp
ganshane:shakey,https://github.com/ganshane/shakey.git,f6938bd,shakey
dianbaer:grain,https://github.com/dianbaer/grain.git,02f61fe,grain
fergarrui:custom-bytecode-analyzer,https://github.com/fergarrui/custom-bytecode-analyzer.git,e907055,custom-bytecode-analyzer
jcabi:jcabi-github,https://github.com/jcabi/jcabi-github.git,eb340c35,jcabi-github
jpmml:jpmml-evaluator,https://github.com/jpmml/jpmml-evaluator.git,cb7743d6,jpmml-evaluator
pholser:junit-quickcheck,https://github.com/pholser/junit-quickcheck.git,e0f51f9e,junit-quickcheck
vladimir-bukhtoyarov:rolling-metrics,https://github.com/vladimir-bukhtoyarov/rolling-metrics.git,7365724,rolling-metrics
javaparser:javaparser,https://github.com/javaparser/javaparser.git,213e03233,javaparser
fmtn:a,https://github.com/fmtn/a.git,db0e5c7,a
ops4j:org.ops4j.pax.wicket,https://github.com/ops4j/org.ops4j.pax.wicket.git,ef7cb4bd,org.ops4j.pax.wicket
sofastack:sofa-jarslink,https://github.com/sofastack/sofa-jarslink.git,de8d7c2,sofa-jarslink
timschlechter:swagger-for-elasticsearch,https://github.com/timschlechter/swagger-for-elasticsearch.git,e8a3ccb,swagger-for-elasticsearch
smartcat-labs:cassandra-migration-tool-java,https://github.com/smartcat-labs/cassandra-migration-tool-java.git,790a058,cassandra-migration-tool-java
google:closure-compiler,https://github.com/google/closure-compiler.git,636e4fa5f,closure-compiler
dropwizard:dropwizard-java8,https://github.com/dropwizard/dropwizard-java8.git,d3fec0b,dropwizard-java8
RUB-NDS:BurpSSOExtension,https://github.com/RUB-NDS/BurpSSOExtension.git,b3eab65,BurpSSOExtension
Comcast:jrugged,https://github.com/Comcast/jrugged.git,1c549de,jrugged
Workday:timeseries-forecast,https://github.com/Workday/timeseries-forecast.git,9a22eaa,timeseries-forecast
stratosphere:stratosphere,https://github.com/stratosphere/stratosphere.git,c543a08f9,stratosphere
twitter-archive:libcrunch,https://github.com/twitter-archive/libcrunch.git,90ec26e,libcrunch
afrunt:jach,https://github.com/afrunt/jach.git,46af134,jach
victims:maven-security-versions,https://github.com/victims/maven-security-versions.git,16882bc,maven-security-versions
gephi:gephi,https://github.com/gephi/gephi.git,56b8733f0,gephi
SonarSource:sslr,https://github.com/SonarSource/sslr.git,5e11b703,sslr
hoverruan:weiboclient4j,https://github.com/hoverruan/weiboclient4j.git,80556b1,weiboclient4j
yammer:breakerbox,https://github.com/yammer/breakerbox.git,ac6960b,breakerbox
bdupras:guava-probably,https://github.com/bdupras/guava-probably.git,fb1fe7c,guava-probably
beanshell:beanshell,https://github.com/beanshell/beanshell.git,bd63c84,beanshell
Backelite:sonar-swift,https://github.com/Backelite/sonar-swift.git,ce334b7,sonar-swift
raphw:byte-buddy,https://github.com/raphw/byte-buddy.git,ae14ba1ea4,byte-buddy
paukiatwee:budgetapp,https://github.com/paukiatwee/budgetapp.git,2e1ab81,budgetapp
xdrop:fuzzywuzzy,https://github.com/xdrop/fuzzywuzzy.git,1979f16,fuzzywuzzy
davidmoten:rxjava-extras,https://github.com/davidmoten/rxjava-extras.git,a91d2ba,rxjava-extras
featurecat:lizzie,https://github.com/featurecat/lizzie.git,e485f73,lizzie
ghillert:spring-batch-integration-sample,https://github.com/ghillert/spring-batch-integration-sample.git,5ab460e,spring-batch-integration-sample
jmrozanec:cron-utils,https://github.com/jmrozanec/cron-utils.git,4177f30,cron-utils
blueshen:ik-analyzer,https://github.com/blueshen/ik-analyzer.git,b2adf0c,ik-analyzer
realrolfje:anonimatron,https://github.com/realrolfje/anonimatron.git,c16e69b,anonimatron
coveooss:saml-client,https://github.com/coveooss/saml-client.git,8e81cd4,saml-client
spotify:missinglink,https://github.com/spotify/missinglink.git,74b71c2,missinglink
KittehOrg:KittehIRCClientLib,https://github.com/KittehOrg/KittehIRCClientLib.git,7eb978a9,KittehIRCClientLib
Archistar:archistar-smc,https://github.com/Archistar/archistar-smc.git,b39dbd0,archistar-smc
aaronshan:presto-third-functions,https://github.com/aaronshan/presto-third-functions.git,8bccc8f,presto-third-functions
jeremiehuchet:nominatim-java-api,https://github.com/jeremiehuchet/nominatim-java-api.git,214222f,nominatim-java-api
JakubDziworski:Enkel-JVM-language,https://github.com/JakubDziworski/Enkel-JVM-language.git,1527076,Enkel-JVM-language
etsy:arbiter,https://github.com/etsy/arbiter.git,166f99f,arbiter
mojohaus:rpm-maven-plugin,https://github.com/mojohaus/rpm-maven-plugin.git,9d66d4d,rpm-maven-plugin
terasolunaorg:terasoluna-gfw,https://github.com/terasolunaorg/terasoluna-gfw.git,62d27bed,terasoluna-gfw
microservices-demo:orders,https://github.com/microservices-demo/orders.git,f8988a3,orders
jsimone:webapp-runner,https://github.com/jsimone/webapp-runner.git,ddbc5cf,webapp-runner
m4rciosouza:ponto-inteligente-api,https://github.com/m4rciosouza/ponto-inteligente-api.git,bc611b3,ponto-inteligente-api
danielflower:maven-gitlog-plugin,https://github.com/danielflower/maven-gitlog-plugin.git,23d6b6e,maven-gitlog-plugin
wxisme:bloomfilter,https://github.com/wxisme/bloomfilter.git,200870b,bloomfilter
dzikoysk:pandomium,https://github.com/dzikoysk/pandomium.git,4d730c2,pandomium
VisualDataWeb:OWL2VOWL,https://github.com/VisualDataWeb/OWL2VOWL.git,788adbb,OWL2VOWL
google:acai,https://github.com/google/acai.git,4fa48f2,acai
mailjet:mailjet-apiv3-java,https://github.com/mailjet/mailjet-apiv3-java.git,e9b4a41,mailjet-apiv3-java
bfwg:springboot-jwt-starter,https://github.com/bfwg/springboot-jwt-starter.git,7040069,springboot-jwt-starter
mast-group:api-mining,https://github.com/mast-group/api-mining.git,f8829c3,api-mining
liaochong:myexcel,https://github.com/liaochong/myexcel.git,434742a,myexcel
OpenPojo:openpojo,https://github.com/OpenPojo/openpojo.git,2b47c39e,openpojo
mybatis:velocity-scripting,https://github.com/mybatis/velocity-scripting.git,e709d27,velocity-scripting
nativelibs4java:JNAerator,https://github.com/nativelibs4java/JNAerator.git,ac73c9e,JNAerator
zalando:problem,https://github.com/zalando/problem.git,2e5ae5b,problem
owlike:genson,https://github.com/owlike/genson.git,76788c4b,genson
basho:riak-java-client,https://github.com/basho/riak-java-client.git,bed6cd60,riak-java-client
cucumber:cucumber-jvm,https://github.com/cucumber/cucumber-jvm.git,2b0b9151d,cucumber-jvm
penglongli:PBlog,https://github.com/penglongli/PBlog.git,6824591,PBlog
alexvictoor:web-logback,https://github.com/alexvictoor/web-logback.git,51c0149,web-logback
sofastack:sofa-hessian,https://github.com/sofastack/sofa-hessian.git,ea205b4,sofa-hessian
fabiomaffioletti:jsondoc,https://github.com/fabiomaffioletti/jsondoc.git,de5bd00,jsondoc
vietj:retrofit-vertx,https://github.com/vietj/retrofit-vertx.git,ed22e3d,retrofit-vertx
notnoop:java-apns,https://github.com/notnoop/java-apns.git,180a190,java-apns
zxing:zxing,https://github.com/zxing/zxing.git,7b560929,zxing
TridentSDK:TridentSDK,https://github.com/TridentSDK/TridentSDK.git,c60da34d,TridentSDK
leangen:graphql-spqr,https://github.com/leangen/graphql-spqr.git,cdd5223,graphql-spqr
siom79:jdrivesync,https://github.com/siom79/jdrivesync.git,95aaadc,jdrivesync
forcedotcom:ApexUnit,https://github.com/forcedotcom/ApexUnit.git,c87ac36,ApexUnit
j-easy:easy-flows,https://github.com/j-easy/easy-flows.git,41ec8cd,easy-flows
tiagobento:watertemplate-engine,https://github.com/tiagobento/watertemplate-engine.git,5d979b9,watertemplate-engine
makersoft:mybatis-shards,https://github.com/makersoft/mybatis-shards.git,7f8875f,mybatis-shards
prometheus:client_java,https://github.com/prometheus/client_java.git,f3f6985,client_java
keepcosmos:beanmother,https://github.com/keepcosmos/beanmother.git,5c00d9b,beanmother
opennars:opennars,https://github.com/opennars/opennars.git,6cfc1bc3,opennars
ribasco:async-gamequery-lib,https://github.com/ribasco/async-gamequery-lib.git,f339f0957,async-gamequery-lib
uartois:sonar-golang,https://github.com/uartois/sonar-golang.git,c57c5ba,sonar-golang
jMotif:sax-vsm_classic,https://github.com/jMotif/sax-vsm_classic.git,c72e4e5,sax-vsm_classic
oracle:weblogic-monitoring-exporter,https://github.com/oracle/weblogic-monitoring-exporter.git,00990a9,weblogic-monitoring-exporter
cloudyrock:mongock,https://github.com/cloudyrock/mongock.git,a2b0f91,mongock
clouway:oauth2-server,https://github.com/clouway/oauth2-server.git,cf7e0e2,oauth2-server
ssaarela:javersion,https://github.com/ssaarela/javersion.git,f414588,javersion
oracle:oci-java-sdk,https://github.com/oracle/oci-java-sdk.git,8bb40e55,oci-java-sdk
opentelecoms-org:jsmpp,https://github.com/opentelecoms-org/jsmpp.git,f4f7bd9,jsmpp
geftimov:hadoop-map-reduce-patterns,https://github.com/geftimov/hadoop-map-reduce-patterns.git,5cfa050,hadoop-map-reduce-patterns
twilio:twilio-java,https://github.com/twilio/twilio-java.git,51610217d,twilio-java
apereo:java-cas-client,https://github.com/apereo/java-cas-client.git,fd176bc,java-cas-client
