release1,release2,value
org.springframework.boot:spring-boot-test:3.2.2,org.springframework.boot:spring-boot-test:3.1.1,3.0
org.codehaus.jackson:jackson-core-asl:1.9.13,org.codehaus.jackson:jackson-core-asl:1.8.8,24.0
org.springframework.boot:spring-boot-test:3.2.2,org.springframework.boot:spring-boot-test:2.7.15,25.0
org.springframework.boot:spring-boot-test:3.2.2,org.springframework.boot:spring-boot-test:2.7.16,25.0
org.springframework:spring-expression:6.1.5,org.springframework:spring-expression:6.0.11,12.0
org.springframework.boot:spring-boot-test:3.2.2,org.springframework.boot:spring-boot-test:3.0.12,6.0
org.springframework:spring-expression:6.1.5,org.springframework:spring-expression:5.3.31,18.0
org.springframework.boot:spring-boot-test:3.2.2,org.springframework.boot:spring-boot-test:3.0.11,6.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.7.21,3.0
org.springframework:spring-expression:6.1.5,org.springframework:spring-expression:6.0.14,10.0
org.springframework:spring-expression:6.1.5,org.springframework:spring-expression:5.3.29,18.0
org.springframework:spring-expression:6.1.5,org.springframework:spring-expression:5.3.9,26.0
io.netty:netty-common:4.1.97.Final,io.netty:netty-common:4.1.101.Final,1.0
org.springframework:spring-expression:6.1.5,org.springframework:spring-expression:5.3.22,24.0
io.netty:netty-common:4.1.97.Final,io.netty:netty-common:4.1.93.Final,2.0
org.springframework:spring-expression:6.1.5,org.springframework:spring-expression:6.0.13,10.0
io.netty:netty-common:4.1.97.Final,io.netty:netty-common:4.1.43.Final,106.0
org.springframework:spring-expression:6.1.5,org.springframework:spring-expression:6.0.15,10.0
io.netty:netty-common:4.1.97.Final,io.netty:netty-common:4.1.17.Final,132.0
org.springframework:spring-expression:6.1.5,org.springframework:spring-expression:5.3.4,26.0
io.netty:netty-common:4.1.106.Final,io.netty:netty-common:4.1.92.Final,3.0
io.netty:netty-common:4.1.106.Final,io.netty:netty-common:4.1.79.Final,16.0
io.netty:netty-common:4.1.97.Final,io.netty:netty-common:4.1.94.Final,2.0
io.netty:netty-common:4.1.106.Final,io.netty:netty-common:4.1.107.Final,0.0
commons-logging:commons-logging:1.1.1,commons-logging:commons-logging:1.0.4,7.0
io.netty:netty-common:4.1.106.Final,io.netty:netty-common:4.1.43.Final,106.0
io.netty:netty-common:4.1.106.Final,io.netty:netty-common:4.1.101.Final,0.0
io.netty:netty-common:4.1.106.Final,io.netty:netty-common:4.1.93.Final,3.0
org.junit.jupiter:junit-jupiter:5.10.1,org.junit.jupiter:junit-jupiter:5.9.1,0.0
commons-logging:commons-logging:1.1.1,commons-logging:commons-logging:1.0.3,11.0
org.junit.jupiter:junit-jupiter:5.10.1,org.junit.jupiter:junit-jupiter:5.9.3,0.0
commons-logging:commons-logging:1.1.1,commons-logging:commons-logging:1.1,3.0
io.netty:netty-common:4.1.106.Final,io.netty:netty-common:4.1.89.Final,7.0
org.springframework.boot:spring-boot-test:3.2.2,org.springframework.boot:spring-boot-test:2.7.18,25.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:2.0.11,14.0
io.netty:netty-common:4.1.106.Final,io.netty:netty-common:4.1.99.Final,1.0
org.junit.jupiter:junit-jupiter:5.10.1,org.junit.jupiter:junit-jupiter:5.8.2,0.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:2.0.12,13.0
io.netty:netty-common:4.1.106.Final,io.netty:netty-common:4.1.100.Final,0.0
org.springframework.boot:spring-boot-test:3.2.2,org.springframework.boot:spring-boot-test:2.7.14,25.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.7.13,11.0
org.springframework.boot:spring-boot-test:3.2.2,org.springframework.boot:spring-boot-test:2.7.17,25.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.7.35,0.0
io.netty:netty-buffer:4.1.94.Final,io.netty:netty-buffer:4.1.51.Final,26.0
io.netty:netty-buffer:4.1.94.Final,io.netty:netty-buffer:4.1.84.Final,11.0
io.netty:netty-buffer:4.1.94.Final,io.netty:netty-buffer:4.1.108.Final,15.0
io.netty:netty-buffer:4.1.94.Final,io.netty:netty-buffer:4.1.92.Final,10.0
io.netty:netty-buffer:4.1.94.Final,io.netty:netty-buffer:4.1.95.Final,3.0
io.netty:netty-buffer:4.1.94.Final,io.netty:netty-buffer:4.1.86.Final,11.0
org.springframework:spring-web:5.3.15,org.springframework:spring-web:6.0.12,329.0
io.netty:netty-handler:4.1.89.Final,io.netty:netty-handler:4.1.94.Final,5.0
org.springframework:spring-web:5.3.15,org.springframework:spring-web:6.1.4,368.0
io.netty:netty-handler:4.1.89.Final,io.netty:netty-handler:4.1.17.Final,115.0
org.springframework:spring-web:5.3.15,org.springframework:spring-web:6.0.11,329.0
io.netty:netty-handler:4.1.89.Final,io.netty:netty-handler:4.1.84.Final,10.0
org.springframework:spring-web:5.3.15,org.springframework:spring-web:6.1.3,366.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:3.1.10,0.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:2.7.14,0.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:2.7.15,0.0
org.springframework:spring-web:5.3.15,org.springframework:spring-web:6.0.5,320.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:2.7.16,0.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:3.2.3,0.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.7.13,11.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:3.1.5,0.0
org.springframework:spring-web:5.3.15,org.springframework:spring-web:6.1.1,363.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.7.35,0.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:3.2.4,0.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:3.0.0,0.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.7.5,16.0
org.springframework:spring-web:5.3.15,org.springframework:spring-web:6.1.2,364.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.6.6,19.0
io.netty:netty-common:4.1.104.Final,io.netty:netty-common:4.1.101.Final,0.0
org.springframework:spring-web:5.3.15,org.springframework:spring-web:6.0.14,329.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.7.21,3.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:3.1.7,0.0
org.springframework:spring-web:5.3.15,org.springframework:spring-web:6.0.2,304.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:3.1.4,0.0
org.springframework:spring-web:5.3.15,org.springframework:spring-web:6.0.13,329.0
io.netty:netty-buffer:4.1.94.Final,io.netty:netty-buffer:4.1.100.Final,12.0
io.netty:netty-common:4.1.94.Final,io.netty:netty-common:4.1.51.Final,63.0
io.netty:netty-buffer:4.1.94.Final,io.netty:netty-buffer:4.1.39.Final,53.0
io.netty:netty-buffer:4.1.94.Final,io.netty:netty-buffer:4.1.87.Final,11.0
io.netty:netty-common:4.1.94.Final,io.netty:netty-common:4.1.100.Final,2.0
io.netty:netty-common:4.1.94.Final,io.netty:netty-common:4.1.39.Final,105.0
io.netty:netty-common:4.1.94.Final,io.netty:netty-common:4.1.108.Final,2.0
org.springframework:spring-web:5.3.15,org.springframework:spring-web:6.0.17,331.0
org.springframework:spring-web:5.3.15,org.springframework:spring-web:6.0.18,332.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.7.6,15.0
org.springframework:spring-web:5.3.15,org.springframework:spring-web:5.3.20,2.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.7.28,2.0
org.springframework:spring-web:5.3.15,org.springframework:spring-web:6.1.5,369.0
org.springframework:spring-webmvc:6.0.17,org.springframework:spring-webmvc:6.0.16,1.0
org.springframework:spring-webmvc:6.0.17,org.springframework:spring-webmvc:6.0.15,2.0
org.springframework:spring-web:5.3.15,org.springframework:spring-web:6.0.15,329.0
org.springframework:spring-web:5.3.15,org.springframework:spring-web:6.0.16,331.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.6.4,19.0
org.springframework:spring-webmvc:6.0.17,org.springframework:spring-webmvc:5.3.29,215.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.5.3,23.0
org.springframework:spring-webmvc:6.0.17,org.springframework:spring-webmvc:6.0.18,1.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.7.25,2.0
org.springframework:spring-webmvc:6.0.17,org.springframework:spring-webmvc:5.3.30,215.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:2.0.3,13.0
io.netty:netty-common:4.1.97.Final,io.netty:netty-common:4.1.51.Final,64.0
org.springframework:spring-web:5.3.15,org.springframework:spring-web:5.3.29,12.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:2.0.2,13.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:2.7.17,0.0
org.springframework:spring-web:5.3.15,org.springframework:spring-web:5.3.22,4.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:2.0.4,13.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:3.0.12,0.0
org.springframework:spring-core:5.3.15,org.springframework:spring-core:6.1.4,169.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.7.26,2.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:3.0.13,0.0
org.springframework:spring-web:5.3.15,org.springframework:spring-web:5.3.4,47.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.7.7,15.0
io.netty:netty-buffer:4.1.94.Final,io.netty:netty-buffer:4.1.97.Final,11.0
io.netty:netty-common:4.1.94.Final,io.netty:netty-common:4.1.101.Final,2.0
io.netty:netty-common:4.1.94.Final,io.netty:netty-common:4.1.93.Final,1.0
io.netty:netty-common:4.1.94.Final,io.netty:netty-common:4.1.92.Final,1.0
io.netty:netty-common:4.1.94.Final,io.netty:netty-common:4.1.79.Final,14.0
io.netty:netty-common:4.1.94.Final,io.netty:netty-common:4.1.97.Final,1.0
io.netty:netty-common:4.1.94.Final,io.netty:netty-common:4.1.43.Final,105.0
org.springframework.boot:spring-boot-starter-tomcat:3.1.9,org.springframework.boot:spring-boot-starter-tomcat:3.1.6,0.0
org.springframework.boot:spring-boot-starter-tomcat:3.1.9,org.springframework.boot:spring-boot-starter-tomcat:3.1.5,0.0
io.netty:netty-transport:4.1.104.Final,io.netty:netty-transport:4.1.99.Final,3.0
org.springframework.boot:spring-boot-starter-tomcat:3.1.9,org.springframework.boot:spring-boot-starter-tomcat:3.2.4,0.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:3.0.9,0.0
io.netty:netty-transport:4.1.104.Final,io.netty:netty-transport:4.1.39.Final,49.0
org.springframework.boot:spring-boot-starter-tomcat:3.1.9,org.springframework.boot:spring-boot-starter-tomcat:3.0.9,0.0
io.netty:netty-transport:4.1.104.Final,io.netty:netty-transport:4.1.89.Final,6.0
org.springframework.boot:spring-boot-starter-tomcat:3.1.9,org.springframework.boot:spring-boot-starter-tomcat:3.1.8,0.0
io.netty:netty-transport:4.1.104.Final,io.netty:netty-transport:4.1.90.Final,5.0
org.springframework.boot:spring-boot-starter-tomcat:3.1.9,org.springframework.boot:spring-boot-starter-tomcat:3.1.7,0.0
io.netty:netty-transport:4.1.104.Final,io.netty:netty-transport:4.1.106.Final,0.0
org.springframework.boot:spring-boot-starter-tomcat:3.1.9,org.springframework.boot:spring-boot-starter-tomcat:3.1.10,0.0
io.netty:netty-transport:4.1.104.Final,io.netty:netty-transport:4.1.51.Final,41.0
io.netty:netty-transport:4.1.104.Final,io.netty:netty-transport:4.1.95.Final,3.0
io.netty:netty-transport:4.1.104.Final,io.netty:netty-transport:4.1.93.Final,5.0
io.netty:netty-transport:4.1.104.Final,io.netty:netty-transport:4.1.100.Final,3.0
io.netty:netty-transport:4.1.104.Final,io.netty:netty-transport:4.1.84.Final,7.0
io.netty:netty-common:4.1.94.Final,io.netty:netty-common:4.1.107.Final,2.0
io.netty:netty-common:4.1.94.Final,io.netty:netty-common:4.1.89.Final,5.0
io.netty:netty-common:4.1.94.Final,io.netty:netty-common:4.1.99.Final,1.0
io.netty:netty-common:4.1.94.Final,io.netty:netty-common:4.1.95.Final,1.0
io.netty:netty-common:4.1.94.Final,io.netty:netty-common:4.1.5.Final,158.0
io.netty:netty-common:4.1.94.Final,io.netty:netty-common:4.1.86.Final,9.0
io.netty:netty-resolver:4.1.94.Final,io.netty:netty-resolver:4.1.51.Final,3.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:3.1.6,0.0
org.springframework:spring-beans:6.1.0,org.springframework:spring-beans:5.3.20,89.0
io.vavr:vavr:0.10.4,io.vavr:vavr:0.10.3,2.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:3.2.2,0.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:3.1.3,0.0
org.springframework:spring-beans:6.1.0,org.springframework:spring-beans:6.0.12,16.0
io.netty:netty-transport:4.1.104.Final,io.netty:netty-transport:4.1.75.Final,18.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:3.2.0,0.0
org.springframework:spring-beans:6.1.0,org.springframework:spring-beans:5.2.0.RELEASE,100.0
io.netty:netty-transport:4.1.104.Final,io.netty:netty-transport:4.1.94.Final,5.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:3.1.1,0.0
io.netty:netty-handler:4.1.89.Final,io.netty:netty-handler:4.1.90.Final,0.0
io.netty:netty-transport:4.1.104.Final,io.netty:netty-transport:4.1.17.Final,68.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:3.0.11,0.0
io.netty:netty-handler:4.1.89.Final,io.netty:netty-handler:4.1.99.Final,9.0
io.netty:netty-transport:4.1.104.Final,io.netty:netty-transport:4.1.101.Final,0.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:3.2.1,0.0
io.netty:netty-handler:4.1.89.Final,io.netty:netty-handler:4.1.95.Final,5.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:3.1.2,0.0
io.netty:netty-transport:4.1.104.Final,io.netty:netty-transport:4.1.107.Final,0.0
io.netty:netty-handler:4.1.89.Final,io.netty:netty-handler:4.1.51.Final,78.0
io.netty:netty-handler:4.1.89.Final,io.netty:netty-handler:4.1.79.Final,11.0
io.netty:netty-common:4.1.104.Final,io.netty:netty-common:4.1.100.Final,0.0
io.netty:netty-handler:4.1.89.Final,io.netty:netty-handler:4.1.100.Final,9.0
org.springframework.boot:spring-boot-starter:3.1.9,org.springframework.boot:spring-boot-starter:3.0.10,0.0
io.netty:netty-common:4.1.94.Final,io.netty:netty-common:4.1.17.Final,131.0
io.netty:netty-codec-socks:4.1.39.Final,io.netty:netty-codec-socks:4.1.84.Final,14.0
org.springframework.boot:spring-boot-test:3.1.9,org.springframework.boot:spring-boot-test:2.7.15,26.0
org.springframework.boot:spring-boot-test:3.1.9,org.springframework.boot:spring-boot-test:2.7.16,26.0
org.springframework.boot:spring-boot-test:3.1.9,org.springframework.boot:spring-boot-test:2.7.14,26.0
org.springframework.boot:spring-boot-test:3.1.9,org.springframework.boot:spring-boot-test:2.7.17,26.0
org.springframework.boot:spring-boot-test:3.1.9,org.springframework.boot:spring-boot-test:2.7.18,26.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.94.Final,44.0
org.xmlunit:xmlunit-core:2.9.1,org.xmlunit:xmlunit-core:2.9.0,1.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.84.Final,43.0
org.mockito:mockito-junit-jupiter:5.3.1,org.mockito:mockito-junit-jupiter:4.5.1,0.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.101.Final,44.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.75.Final,37.0
org.mockito:mockito-junit-jupiter:5.3.1,org.mockito:mockito-junit-jupiter:4.8.1,0.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.107.Final,44.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.17.Final,38.0
io.netty:netty-codec-socks:4.1.39.Final,io.netty:netty-codec-socks:4.1.51.Final,0.0
org.junit.jupiter:junit-jupiter:5.10.2,org.junit.jupiter:junit-jupiter:5.9.1,0.0
org.hamcrest:hamcrest:2.2,org.hamcrest:hamcrest:2.1,5.0
org.junit.jupiter:junit-jupiter:5.10.2,org.junit.jupiter:junit-jupiter:5.8.2,0.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.93.Final,44.0
org.assertj:assertj-core:3.24.2,org.assertj:assertj-core:3.23.1,61.0
org.assertj:assertj-core:3.24.2,org.assertj:assertj-core:3.22.0,154.0
org.springframework.boot:spring-boot-test:3.2.3,org.springframework.boot:spring-boot-test:2.7.17,26.0
org.springframework.boot:spring-boot-test:3.2.3,org.springframework.boot:spring-boot-test:2.7.18,26.0
org.springframework.boot:spring-boot-test:3.2.3,org.springframework.boot:spring-boot-test:2.7.14,26.0
org.springframework.boot:spring-boot-test:3.1.9,org.springframework.boot:spring-boot-test:3.2.3,3.0
org.springframework.boot:spring-boot-test:3.1.9,org.springframework.boot:spring-boot-test:3.2.0,4.0
org.springframework.boot:spring-boot-test:3.1.9,org.springframework.boot:spring-boot-test:3.1.1,1.0
org.springframework.boot:spring-boot-test:3.1.9,org.springframework.boot:spring-boot-test:3.2.1,4.0
org.springframework.boot:spring-boot-test:3.1.9,org.springframework.boot:spring-boot-test:3.1.2,1.0
org.apache.httpcomponents:httpclient:4.0.1,org.apache.httpcomponents:httpclient:4.5.3,109.0
org.springframework.boot:spring-boot-test:3.1.9,org.springframework.boot:spring-boot-test:3.0.0,4.0
org.apache.httpcomponents:httpclient:4.0.1,org.apache.httpcomponents:httpclient:4.5.10,110.0
org.springframework.boot:spring-boot-test:3.1.9,org.springframework.boot:spring-boot-test:3.0.10,4.0
org.apache.httpcomponents:httpclient:4.0.1,org.apache.httpcomponents:httpclient:4.5.2,109.0
org.springframework.boot:spring-boot-test:3.1.9,org.springframework.boot:spring-boot-test:3.0.13,4.0
org.apache.httpcomponents:httpclient:4.0.1,org.apache.httpcomponents:httpclient:4.2.5,67.0
org.springframework.boot:spring-boot-test:3.1.9,org.springframework.boot:spring-boot-test:3.0.12,4.0
org.apache.httpcomponents:httpclient:4.0.1,org.apache.httpcomponents:httpclient:4.2.3,67.0
org.springframework.boot:spring-boot-test:3.1.9,org.springframework.boot:spring-boot-test:3.0.11,4.0
org.apache.httpcomponents:httpclient:4.0.1,org.apache.httpcomponents:httpclient:4.5.14,112.0
org.apache.httpcomponents:httpclient:4.0.1,org.apache.httpcomponents:httpclient:4.1.2,41.0
org.apache.httpcomponents:httpclient:4.0.1,org.apache.httpcomponents:httpclient:4.5.13,110.0
org.springframework:spring-core:6.1.3,org.springframework:spring-core:6.0.11,74.0
org.springframework:spring-core:6.1.3,org.springframework:spring-core:6.0.18,59.0
org.apache.httpcomponents:httpclient:4.0.1,org.apache.httpcomponents:httpclient:4.5.6,109.0
org.springframework:spring-core:6.1.3,org.springframework:spring-core:6.0.13,64.0
org.springframework:spring-core:6.1.3,org.springframework:spring-core:6.0.10,74.0
org.springframework:spring-core:6.1.3,org.springframework:spring-core:6.0.15,60.0
org.springframework:spring-core:6.1.3,org.springframework:spring-core:6.0.12,67.0
org.springframework:spring-core:6.1.3,org.springframework:spring-core:6.0.14,60.0
org.junit.jupiter:junit-jupiter:5.10.2,org.junit.jupiter:junit-jupiter:5.9.3,0.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.87.Final,44.0
org.assertj:assertj-core:3.24.2,org.assertj:assertj-core:3.22.0,154.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.43.Final,9.0
org.assertj:assertj-core:3.24.2,org.assertj:assertj-core:3.23.1,61.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.97.Final,44.0
org.junit.jupiter:junit-jupiter:5.9.3,org.junit.jupiter:junit-jupiter:5.8.2,0.0
org.junit.jupiter:junit-jupiter:5.9.3,org.junit.jupiter:junit-jupiter:5.9.1,0.0
io.netty:netty-common:4.1.39.Final,io.netty:netty-common:4.1.95.Final,95.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:6.1.3,33.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:6.0.10,3.0
io.netty:netty-codec-http:4.1.39.Final,io.netty:netty-codec-http:4.1.84.Final,49.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.108.Final,45.0
io.netty:netty-codec-http:4.1.39.Final,io.netty:netty-codec-http:4.1.51.Final,26.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.5.Final,61.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.92.Final,44.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.100.Final,44.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.51.Final,21.0
jakarta.xml.bind:jakarta.xml.bind-api:4.0.1,jakarta.xml.bind:jakarta.xml.bind-api:2.3.3,100.0
jakarta.xml.bind:jakarta.xml.bind-api:4.0.1,jakarta.xml.bind:jakarta.xml.bind-api:3.0.1,21.0
jakarta.xml.bind:jakarta.xml.bind-api:4.0.1,jakarta.xml.bind:jakarta.xml.bind-api:2.3.2,100.0
jakarta.xml.bind:jakarta.xml.bind-api:4.0.1,jakarta.xml.bind:jakarta.xml.bind-api:4.0.0,0.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.79.Final,42.0
jakarta.xml.bind:jakarta.xml.bind-api:4.0.1,jakarta.xml.bind:jakarta.xml.bind-api:3.0.0,22.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.89.Final,44.0
org.hamcrest:hamcrest:2.2,org.hamcrest:hamcrest:2.1,5.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.99.Final,44.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.106.Final,44.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.95.Final,44.0
io.netty:netty-transport:4.1.39.Final,io.netty:netty-transport:4.1.90.Final,44.0
io.netty:netty-common:4.1.39.Final,io.netty:netty-common:4.1.79.Final,92.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:6.0.18,0.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:6.0.15,0.0
org.springframework:spring-core:6.1.3,org.springframework:spring-core:6.1.5,5.0
io.netty:netty-common:4.1.39.Final,io.netty:netty-common:4.1.93.Final,95.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:6.0.16,0.0
io.netty:netty-common:4.1.39.Final,io.netty:netty-common:4.1.92.Final,95.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:6.0.13,0.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:5.3.9,112.0
io.netty:netty-common:4.1.39.Final,io.netty:netty-common:4.1.101.Final,95.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:6.0.14,0.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:6.1.0,31.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:6.0.11,2.0
io.netty:netty-common:4.1.39.Final,io.netty:netty-common:4.1.99.Final,95.0
io.netty:netty-common:4.1.39.Final,io.netty:netty-common:4.1.100.Final,95.0
io.netty:netty-common:4.1.39.Final,io.netty:netty-common:4.1.107.Final,95.0
io.netty:netty-common:4.1.39.Final,io.netty:netty-common:4.1.89.Final,93.0
io.netty:netty-buffer:4.1.106.Final,io.netty:netty-buffer:4.1.93.Final,9.0
io.netty:netty-buffer:4.1.106.Final,io.netty:netty-buffer:4.1.84.Final,10.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.6.6,19.0
io.netty:netty-buffer:4.1.106.Final,io.netty:netty-buffer:4.1.107.Final,1.0
org.mockito:mockito-junit-jupiter:5.7.0,org.mockito:mockito-junit-jupiter:4.8.1,3.0
io.netty:netty-buffer:4.1.106.Final,io.netty:netty-buffer:4.1.99.Final,6.0
io.netty:netty-buffer:4.1.106.Final,io.netty:netty-buffer:4.1.17.Final,60.0
org.mockito:mockito-junit-jupiter:5.7.0,org.mockito:mockito-junit-jupiter:4.5.1,3.0
io.netty:netty-buffer:4.1.106.Final,io.netty:netty-buffer:4.1.79.Final,11.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.7.28,2.0
io.netty:netty-buffer:4.1.106.Final,io.netty:netty-buffer:4.1.100.Final,5.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.7.26,2.0
io.netty:netty-buffer:4.1.106.Final,io.netty:netty-buffer:4.1.94.Final,14.0
org.xmlunit:xmlunit-core:2.9.1,org.xmlunit:xmlunit-core:2.9.0,1.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.6.4,19.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:5.3.20,106.0
io.netty:netty-buffer:4.1.106.Final,io.netty:netty-buffer:4.1.101.Final,5.0
org.springframework:spring-core:6.1.3,org.springframework:spring-core:6.0.5,80.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.5.3,23.0
io.netty:netty-buffer:4.1.106.Final,io.netty:netty-buffer:4.1.75.Final,11.0
org.springframework:spring-core:6.1.3,org.springframework:spring-core:6.1.4,4.0
org.slf4j:slf4j-api:1.7.36,org.slf4j:slf4j-api:1.7.25,2.0
io.netty:netty-common:4.1.39.Final,io.netty:netty-common:4.1.94.Final,95.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:6.1.1,31.0
org.hamcrest:hamcrest:2.2,org.hamcrest:hamcrest:2.1,5.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:6.0.2,17.0
org.springframework.boot:spring-boot-test:3.2.2,org.springframework.boot:spring-boot-test:3.1.9,4.0
io.netty:netty-common:4.1.39.Final,io.netty:netty-common:4.1.5.Final,131.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:6.1.2,32.0
io.netty:netty-common:4.1.39.Final,io.netty:netty-common:4.1.86.Final,93.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:6.1.5,35.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:5.3.15,107.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:5.3.29,103.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:5.3.4,115.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:5.3.30,103.0
org.springframework:spring-test:6.0.17,org.springframework:spring-test:5.3.31,103.0
io.netty:netty-common:4.1.39.Final,io.netty:netty-common:4.1.97.Final,95.0
io.netty:netty-common:4.1.39.Final,io.netty:netty-common:4.1.43.Final,6.0
io.netty:netty-common:4.1.39.Final,io.netty:netty-common:4.1.87.Final,93.0
io.netty:netty-common:4.1.39.Final,io.netty:netty-common:4.1.17.Final,44.0
