release1,release2,value
org.springframework:spring-aop:6.0.16,org.springframework:spring-aop:5.3.9,26.0
org.springframework:spring-jcl:5.3.22,org.springframework:spring-jcl:6.1.5,1.0
org.springframework:spring-aop:6.0.16,org.springframework:spring-aop:5.3.22,26.0
org.springframework:spring-jcl:5.3.22,org.springframework:spring-jcl:6.1.4,1.0
org.springframework:spring-aop:6.0.17,org.springframework:spring-aop:5.3.31,26.0
org.springframework:spring-expression:6.1.0,org.springframework:spring-expression:6.0.5,17.0
org.springframework:spring-aop:6.0.17,org.springframework:spring-aop:5.3.30,26.0
org.springframework.boot:spring-boot-autoconfigure:2.7.14,org.springframework.boot:spring-boot-autoconfigure:2.5.4,217.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:3.1.5,151.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:3.2.4,176.0
org.springframework:spring-aop:6.0.16,org.springframework:spring-aop:5.3.4,26.0
org.springframework:spring-aop:6.0.16,org.springframework:spring-aop:6.0.0,11.0
org.springframework.boot:spring-boot-autoconfigure:2.7.14,org.springframework.boot:spring-boot-autoconfigure:2.6.11,101.0
org.springframework.boot:spring-boot-autoconfigure:2.7.14,org.springframework.boot:spring-boot-autoconfigure:2.4.3,289.0
io.micrometer:context-propagation:1.0.5,io.micrometer:context-propagation:1.1.1,3.0
io.micrometer:context-propagation:1.0.5,io.micrometer:context-propagation:1.0.2,7.0
org.springframework:spring-jcl:5.3.22,org.springframework:spring-jcl:6.0.18,1.0
io.micrometer:context-propagation:1.0.6,io.micrometer:context-propagation:1.0.0,7.0
org.springframework:spring-jcl:5.3.22,org.springframework:spring-jcl:5.3.31,1.0
io.micrometer:context-propagation:1.0.6,io.micrometer:context-propagation:1.1.1,3.0
io.micrometer:context-propagation:1.0.6,io.micrometer:context-propagation:1.0.2,7.0
org.springframework:spring-jcl:5.3.22,org.springframework:spring-jcl:6.1.3,1.0
io.micrometer:context-propagation:1.0.5,io.micrometer:context-propagation:1.1.0,0.0
org.springframework:spring-jcl:5.3.22,org.springframework:spring-jcl:6.1.1,1.0
io.micrometer:context-propagation:1.0.5,io.micrometer:context-propagation:1.0.4,0.0
org.springframework:spring-jcl:5.3.22,org.springframework:spring-jcl:6.1.0,1.0
io.micrometer:context-propagation:1.0.5,io.micrometer:context-propagation:1.0.3,0.0
org.springframework:spring-jcl:5.3.22,org.springframework:spring-jcl:6.1.2,1.0
io.micrometer:context-propagation:1.0.5,io.micrometer:context-propagation:1.0.6,0.0
org.springframework:spring-jcl:5.3.22,org.springframework:spring-jcl:6.0.2,0.0
org.springframework:spring-jcl:5.3.22,org.springframework:spring-jcl:5.3.4,0.0
org.springframework:spring-expression:6.1.0,org.springframework:spring-expression:6.0.11,6.0
org.springframework:spring-expression:6.1.0,org.springframework:spring-expression:5.3.31,12.0
org.springframework:spring-jcl:5.3.22,org.springframework:spring-jcl:5.3.15,0.0
org.springframework:spring-aop:6.0.17,org.springframework:spring-aop:6.0.14,0.0
org.springframework:spring-jcl:5.3.22,org.springframework:spring-jcl:6.0.0,0.0
org.springframework:spring-aop:6.0.17,org.springframework:spring-aop:6.0.13,0.0
org.springframework:spring-expression:6.1.0,org.springframework:spring-expression:5.3.30,12.0
org.springframework:spring-expression:6.1.0,org.springframework:spring-expression:6.0.12,6.0
org.springframework:spring-expression:6.1.0,org.springframework:spring-expression:6.0.2,17.0
org.springframework.boot:spring-boot-autoconfigure:2.7.14,org.springframework.boot:spring-boot-autoconfigure:2.5.12,210.0
org.springframework:spring-aop:6.0.17,org.springframework:spring-aop:6.0.12,0.0
org.springframework:spring-core:5.3.30,org.springframework:spring-core:5.3.20,22.0
org.slf4j:slf4j-api:1.7.30,org.slf4j:slf4j-api:1.7.13,11.0
org.springframework:spring-expression:5.3.9,org.springframework:spring-expression:6.1.4,26.0
org.springframework:spring-aop:5.3.4,org.springframework:spring-aop:5.3.30,1.0
org.springframework:spring-aop:5.3.4,org.springframework:spring-aop:6.0.10,25.0
org.springframework:spring-aop:5.3.4,org.springframework:spring-aop:6.0.16,25.0
org.springframework:spring-aop:5.3.4,org.springframework:spring-aop:6.0.12,25.0
org.springframework:spring-aop:5.3.4,org.springframework:spring-aop:6.0.11,25.0
org.springframework:spring-aop:5.3.4,org.springframework:spring-aop:6.0.15,25.0
org.slf4j:slf4j-api:1.7.30,org.slf4j:slf4j-api:1.6.6,19.0
org.springframework:spring-aop:5.3.4,org.springframework:spring-aop:6.0.14,25.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:2.5.4,86.0
org.springframework:spring-expression:5.3.9,org.springframework:spring-expression:6.1.1,23.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:2.4.3,174.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:3.0.11,130.0
org.springframework:spring-expression:5.3.9,org.springframework:spring-expression:6.1.5,26.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:2.7.15,0.0
org.springframework:spring-expression:5.3.9,org.springframework:spring-expression:6.1.0,21.0
org.springframework:spring-core:5.3.30,org.springframework:spring-core:6.0.14,129.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:3.0.10,130.0
org.springframework:spring-expression:5.3.9,org.springframework:spring-expression:6.0.0,9.0
org.springframework:spring-core:5.3.30,org.springframework:spring-core:6.0.15,129.0
org.springframework:spring-expression:5.3.9,org.springframework:spring-expression:6.1.2,23.0
org.springframework:spring-core:5.3.30,org.springframework:spring-core:6.0.12,128.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:2.5.12,78.0
org.springframework:spring-expression:5.3.9,org.springframework:spring-expression:6.0.18,17.0
org.springframework:spring-core:5.3.30,org.springframework:spring-core:6.0.13,128.0
io.netty:netty-transport:4.1.87.Final,io.netty:netty-transport:4.1.104.Final,3.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:3.1.1,148.0
org.springframework:spring-expression:5.3.9,org.springframework:spring-expression:6.0.5,9.0
org.springframework:spring-core:5.3.30,org.springframework:spring-core:6.0.10,131.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:3.0.12,133.0
org.springframework:spring-expression:5.3.9,org.springframework:spring-expression:6.0.17,17.0
org.springframework:spring-core:5.3.30,org.springframework:spring-core:6.0.11,131.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:3.0.13,133.0
org.springframework:spring-expression:5.3.9,org.springframework:spring-expression:6.1.3,23.0
org.springframework:spring-core:5.3.30,org.springframework:spring-core:6.0.18,130.0
io.netty:netty-transport:4.1.87.Final,io.netty:netty-transport:4.1.79.Final,6.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:3.1.10,151.0
org.springframework:spring-expression:5.3.9,org.springframework:spring-expression:6.0.2,9.0
io.netty:netty-codec:4.1.84.Final,io.netty:netty-codec:4.1.79.Final,3.0
commons-logging:commons-logging:1.2,commons-logging:commons-logging:1.1,5.0
commons-logging:commons-logging:1.2,commons-logging:commons-logging:1.0.4,8.0
org.apache.logging.log4j:log4j-1.2-api:2.17.2,org.apache.logging.log4j:log4j-1.2-api:2.17.1,85.0
commons-logging:commons-logging:1.2,commons-logging:commons-logging:1.1.3,1.0
io.netty:netty-transport:4.1.87.Final,io.netty:netty-transport:4.1.100.Final,2.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:3.1.3,148.0
org.springframework:spring-core:5.3.30,org.springframework:spring-core:6.0.16,130.0
org.springframework:spring-core:5.3.30,org.springframework:spring-core:6.0.17,130.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:3.2.1,175.0
org.springframework:spring-expression:5.3.9,org.springframework:spring-expression:6.0.12,17.0
org.springframework:spring-core:5.3.30,org.springframework:spring-core:3.0.3.RELEASE,609.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:3.1.9,151.0
org.springframework:spring-expression:5.3.9,org.springframework:spring-expression:6.0.11,17.0
io.netty:netty-transport:4.1.87.Final,io.netty:netty-transport:4.1.101.Final,3.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:3.2.2,175.0
org.springframework:spring-expression:5.3.9,org.springframework:spring-expression:5.3.31,13.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:3.1.2,148.0
org.springframework:spring-expression:5.3.9,org.springframework:spring-expression:6.0.14,17.0
io.netty:netty-transport:4.1.87.Final,io.netty:netty-transport:4.1.107.Final,3.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:3.1.7,151.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:3.1.6,151.0
org.springframework:spring-core:5.3.30,org.springframework:spring-core:6.1.3,151.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:3.0.9,130.0
org.springframework:spring-expression:5.3.9,org.springframework:spring-expression:6.0.10,17.0
org.springframework:spring-core:5.3.30,org.springframework:spring-core:6.1.2,149.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:3.1.8,151.0
org.springframework:spring-expression:5.3.9,org.springframework:spring-expression:5.3.30,13.0
org.springframework:spring-core:5.3.30,org.springframework:spring-core:6.1.1,149.0
io.netty:netty-buffer:4.1.79.Final,io.netty:netty-buffer:4.1.108.Final,11.0
io.netty:netty-buffer:4.1.79.Final,io.netty:netty-buffer:4.1.92.Final,5.0
io.netty:netty-buffer:4.1.79.Final,io.netty:netty-buffer:4.1.95.Final,12.0
io.netty:netty-buffer:4.1.79.Final,io.netty:netty-buffer:4.1.86.Final,4.0
io.netty:netty-buffer:4.1.79.Final,io.netty:netty-buffer:4.1.100.Final,8.0
io.netty:netty-buffer:4.1.79.Final,io.netty:netty-buffer:4.1.94.Final,12.0
io.netty:netty-buffer:4.1.79.Final,io.netty:netty-buffer:4.1.93.Final,5.0
io.netty:netty-buffer:4.1.79.Final,io.netty:netty-buffer:4.1.84.Final,4.0
io.netty:netty-buffer:4.1.87.Final,io.netty:netty-buffer:4.1.5.Final,75.0
org.springframework.boot:spring-boot-test:2.7.14,org.springframework.boot:spring-boot-test:3.2.4,24.0
org.springframework.boot:spring-boot-test:2.7.14,org.springframework.boot:spring-boot-test:3.1.6,23.0
org.springframework.boot:spring-boot-test:2.7.14,org.springframework.boot:spring-boot-test:3.1.5,23.0
org.springframework:spring-beans:6.1.0,org.springframework:spring-beans:6.0.14,16.0
org.springframework.boot:spring-boot-test:2.7.14,org.springframework.boot:spring-boot-test:3.1.10,24.0
org.springframework.boot:spring-boot-test:2.7.14,org.springframework.boot:spring-boot-test:3.1.4,23.0
org.springframework:spring-beans:6.1.0,org.springframework:spring-beans:6.0.2,31.0
org.springframework.boot:spring-boot-test:2.7.14,org.springframework.boot:spring-boot-test:3.2.3,24.0
org.springframework:spring-beans:6.1.0,org.springframework:spring-beans:5.3.30,88.0
io.netty:netty-buffer:4.1.87.Final,io.netty:netty-buffer:4.1.101.Final,7.0
org.springframework.boot:spring-boot-test:2.7.14,org.springframework.boot:spring-boot-test:3.2.2,23.0
org.springframework.boot:spring-boot-test:2.7.14,org.springframework.boot:spring-boot-test:3.1.3,23.0
org.springframework:spring-beans:6.1.0,org.springframework:spring-beans:5.3.31,88.0
org.springframework:spring-beans:6.1.0,org.springframework:spring-beans:6.0.0,31.0
org.springframework.boot:spring-boot-test:2.7.14,org.springframework.boot:spring-boot-test:3.2.0,23.0
org.springframework.boot:spring-boot-test:2.7.14,org.springframework.boot:spring-boot-test:3.1.1,23.0
io.netty:netty-buffer:4.1.87.Final,io.netty:netty-buffer:4.1.107.Final,10.0
io.netty:netty-buffer:4.1.79.Final,io.netty:netty-buffer:4.1.107.Final,11.0
io.netty:netty-buffer:4.1.79.Final,io.netty:netty-buffer:4.1.101.Final,8.0
io.netty:netty-buffer:4.1.79.Final,io.netty:netty-buffer:4.1.89.Final,4.0
io.netty:netty-buffer:4.1.79.Final,io.netty:netty-buffer:4.1.99.Final,8.0
org.springframework:spring-aop:5.3.4,org.springframework:spring-aop:5.3.31,1.0
io.netty:netty-buffer:4.1.79.Final,io.netty:netty-buffer:4.1.5.Final,75.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:3.0.0,129.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:2.7.18,3.0
org.springframework:spring-beans:6.1.0,org.springframework:spring-beans:5.3.20,89.0
io.netty:netty-buffer:4.1.87.Final,io.netty:netty-buffer:4.1.100.Final,7.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:3.2.0,172.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:2.6.11,42.0
org.springframework:spring-beans:6.1.0,org.springframework:spring-beans:6.0.13,16.0
org.springframework.boot:spring-boot-test:2.7.14,org.springframework.boot:spring-boot-test:3.1.9,24.0
org.springframework:spring-beans:6.1.0,org.springframework:spring-beans:6.0.12,16.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:2.7.16,1.0
org.springframework.boot:spring-boot:2.7.14,org.springframework.boot:spring-boot:2.7.17,3.0
org.springframework.boot:spring-boot-test:2.7.14,org.springframework.boot:spring-boot-test:3.0.9,22.0
io.netty:netty-buffer:4.1.87.Final,io.netty:netty-buffer:4.1.86.Final,1.0
org.springframework.boot:spring-boot-test:2.7.14,org.springframework.boot:spring-boot-test:3.1.7,23.0
io.netty:netty-buffer:4.1.87.Final,io.netty:netty-buffer:4.1.108.Final,10.0
org.springframework.boot:spring-boot-test:2.7.14,org.springframework.boot:spring-boot-test:3.1.8,23.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.7.13,11.0
org.slf4j:slf4j-api:1.7.25,org.slf4j:slf4j-api:1.6.6,19.0
org.ow2.asm:asm:7.1,org.ow2.asm:asm:9.5,13.0
org.ow2.asm:asm:7.1,org.ow2.asm:asm:9.3,11.0
org.apache.ant:ant:1.10.3,org.apache.ant:ant:1.8.0,517.0
org.apache.ant:ant:1.10.3,org.apache.ant:ant:1.9.4,134.0
org.apache.ant:ant:1.10.3,org.apache.ant:ant:1.8.4,326.0
org.ow2.asm:asm:7.1,org.ow2.asm:asm:9.1,5.0
org.ow2.asm:asm:7.1,org.ow2.asm:asm:7.0,8.0
org.ow2.asm:asm:7.1,org.ow2.asm:asm:5.0.4,30.0
org.apache.ant:ant:1.10.3,org.apache.ant:ant:1.7.1,599.0
net.minidev:accessors-smart:1.2,net.minidev:accessors-smart:2.5.0,2.0
net.minidev:accessors-smart:1.2,net.minidev:accessors-smart:2.3.1,1.0
org.ow2.asm:asm:7.1,org.ow2.asm:asm:5.0.3,30.0
org.ow2.asm:asm:7.1,org.ow2.asm:asm:9.4,11.0
net.minidev:accessors-smart:1.2,net.minidev:accessors-smart:2.4.7,2.0
net.minidev:accessors-smart:1.2,net.minidev:accessors-smart:2.4.11,2.0
io.micrometer:micrometer-commons:1.10.13,io.micrometer:micrometer-commons:1.10.0,0.0
io.micrometer:micrometer-commons:1.10.13,io.micrometer:micrometer-commons:1.12.3,0.0
io.micrometer:micrometer-commons:1.10.13,io.micrometer:micrometer-commons:1.12.2,0.0
io.micrometer:micrometer-commons:1.10.13,io.micrometer:micrometer-commons:1.10.4,0.0
io.micrometer:micrometer-commons:1.10.13,io.micrometer:micrometer-commons:1.10.9,0.0
io.netty:netty-buffer:4.1.39.Final,io.netty:netty-buffer:4.1.100.Final,35.0
io.micrometer:micrometer-commons:1.10.13,io.micrometer:micrometer-commons:1.11.2,0.0
org.springframework:spring-core:6.1.0,org.springframework:spring-core:3.0.3.RELEASE,745.0
io.micrometer:micrometer-commons:1.10.13,io.micrometer:micrometer-commons:1.12.1,0.0
io.micrometer:micrometer-commons:1.10.13,io.micrometer:micrometer-commons:1.12.0,0.0
io.netty:netty-buffer:4.1.39.Final,io.netty:netty-buffer:4.1.101.Final,35.0
io.micrometer:micrometer-commons:1.10.13,io.micrometer:micrometer-commons:1.10.2,0.0
org.apache.ant:ant:1.10.3,org.apache.ant:ant:1.9.16,84.0
io.netty:netty-buffer:4.1.39.Final,io.netty:netty-buffer:4.1.107.Final,35.0
org.apache.ant:ant:1.10.3,org.apache.ant:ant:1.9.14,84.0
io.micrometer:context-propagation:1.0.6,io.micrometer:context-propagation:1.0.0,7.0
io.micrometer:context-propagation:1.0.6,io.micrometer:context-propagation:1.0.3,0.0
org.springframework:spring-jcl:5.3.22,org.springframework:spring-jcl:5.3.9,0.0
org.springframework:spring-jcl:5.3.22,org.springframework:spring-jcl:6.0.16,1.0
org.springframework:spring-core:6.1.0,org.springframework:spring-core:6.0.5,66.0
org.springframework:spring-core:6.1.0,org.springframework:spring-core:5.3.31,278.0
io.micrometer:context-propagation:1.0.6,io.micrometer:context-propagation:1.0.2,7.0
io.micrometer:context-propagation:1.0.6,io.micrometer:context-propagation:1.1.0,0.0
org.springframework:spring-jcl:5.3.22,org.springframework:spring-jcl:6.0.17,1.0
io.micrometer:context-propagation:1.0.6,io.micrometer:context-propagation:1.0.4,0.0
org.springframework:spring-core:6.1.0,org.springframework:spring-core:6.0.0,86.0
org.springframework:spring-core:6.0.10,org.springframework:spring-core:3.0.3.RELEASE,726.0
org.springframework:spring-core:6.0.10,org.springframework:spring-core:5.3.20,257.0
org.aspectj:aspectjweaver:1.8.14,org.aspectj:aspectjweaver:1.6.8,308.0
com.google.code.findbugs:jsr305:3.0.2,com.google.code.findbugs:jsr305:3.0.1,0.0
io.micrometer:micrometer-commons:1.10.13,io.micrometer:micrometer-commons:1.10.12,0.0
io.micrometer:micrometer-commons:1.10.13,io.micrometer:micrometer-commons:1.12.4,0.0
io.netty:netty-resolver:4.1.39.Final,io.netty:netty-resolver:4.1.75.Final,2.0
io.netty:netty-resolver:4.1.39.Final,io.netty:netty-resolver:4.1.51.Final,1.0
io.micrometer:micrometer-commons:1.10.13,io.micrometer:micrometer-commons:1.10.8,0.0
io.netty:netty-resolver:4.1.39.Final,io.netty:netty-resolver:4.1.106.Final,2.0
com.google.code.findbugs:jsr305:3.0.2,com.google.code.findbugs:jsr305:3.0.1,0.0
io.netty:netty-buffer:4.1.39.Final,io.netty:netty-buffer:4.1.108.Final,35.0
org.springframework:spring-core:6.0.16,org.springframework:spring-core:6.0.0,45.0
org.springframework:spring-core:6.0.16,org.springframework:spring-core:5.3.31,245.0
org.springframework.boot:spring-boot-starter:2.7.17,org.springframework.boot:spring-boot-starter:2.7.15,0.0
org.springframework.boot:spring-boot-starter:2.7.17,org.springframework.boot:spring-boot-starter:2.7.16,0.0
com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.13.5,com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.10.5,3.0
org.springframework.boot:spring-boot-starter:2.7.17,org.springframework.boot:spring-boot-starter:2.7.14,0.0
org.springframework:spring-core:5.3.30,org.springframework:spring-core:3.0.3.RELEASE,609.0
io.projectreactor.tools:blockhound:1.0.6.RELEASE,io.projectreactor.tools:blockhound:1.0.3.RELEASE,254.0
org.slf4j:slf4j-api:1.7.30,org.slf4j:slf4j-api:1.7.12,13.0
org.slf4j:slf4j-api:1.7.30,org.slf4j:slf4j-api:1.3.1,27.0
org.springframework:spring-core:6.0.11,org.springframework:spring-core:3.0.3.RELEASE,726.0
org.springframework:spring-core:6.0.11,org.springframework:spring-core:5.3.20,257.0
org.springframework:spring-web:5.3.30,org.springframework:spring-web:5.3.17,13.0
org.springframework:spring-web:5.3.30,org.springframework:spring-web:5.3.18,13.0
org.slf4j:slf4j-api:1.7.30,org.slf4j:slf4j-api:1.7.26,2.0
org.slf4j:slf4j-api:1.7.30,org.slf4j:slf4j-api:1.6.4,19.0
org.slf4j:slf4j-api:1.7.30,org.slf4j:slf4j-api:1.5.3,23.0
org.springframework:spring-core:6.0.11,org.springframework:spring-core:5.3.31,245.0
org.springframework:spring-core:6.0.11,org.springframework:spring-core:6.0.0,30.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:5.3.20,148.0
org.springframework:spring-aop:6.0.16,org.springframework:spring-aop:5.3.30,26.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:5.3.22,148.0
org.springframework:spring-aop:6.0.16,org.springframework:spring-aop:6.0.12,0.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:5.3.18,148.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:5.3.17,149.0
org.springframework:spring-aop:6.0.16,org.springframework:spring-aop:6.0.14,0.0
org.springframework:spring-aop:6.0.16,org.springframework:spring-aop:6.0.13,0.0
org.springframework:spring-aop:6.0.16,org.springframework:spring-aop:5.3.20,26.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.1.4,2.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.0.5,83.0
org.springframework:spring-aop:6.0.16,org.springframework:spring-aop:5.3.29,26.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:5.3.9,155.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.0.0,85.0
com.fasterxml.jackson.core:jackson-databind:2.13.5,com.fasterxml.jackson.core:jackson-databind:2.12.4,116.0
com.fasterxml.jackson.core:jackson-databind:2.13.5,com.fasterxml.jackson.core:jackson-databind:2.12.6.1,115.0
com.fasterxml.jackson.core:jackson-databind:2.13.5,com.fasterxml.jackson.core:jackson-databind:2.13.3,1.0
org.springframework:spring-context:6.1.5,org.springframework:spring-context:6.0.2,85.0
org.springframework:spring-core:6.0.16,org.springframework:spring-core:3.0.3.RELEASE,727.0
com.fasterxml.jackson.core:jackson-databind:2.13.5,com.fasterxml.jackson.core:jackson-databind:2.12.6,115.0
org.springframework:spring-core:6.0.16,org.springframework:spring-core:5.3.20,261.0
io.netty:netty-handler:4.1.39.Final,io.netty:netty-handler:4.1.106.Final,55.0
io.netty:netty-tcnative-classes:2.0.56.Final,io.netty:netty-tcnative-classes:2.0.65.Final,1.0
io.netty:netty-tcnative-classes:2.0.56.Final,io.netty:netty-tcnative-classes:2.0.61.Final,2.0
io.netty:netty-handler:4.1.39.Final,io.netty:netty-handler:4.1.108.Final,56.0
io.netty:netty-handler:4.1.39.Final,io.netty:netty-handler:4.1.101.Final,55.0
io.netty:netty-handler:4.1.39.Final,io.netty:netty-handler:4.1.107.Final,55.0
org.springframework.boot:spring-boot-test:2.7.15,org.springframework.boot:spring-boot-test:3.0.11,22.0
org.springframework.boot:spring-boot-autoconfigure:2.7.16,org.springframework.boot:spring-boot-autoconfigure:3.2.0,311.0
org.springframework.boot:spring-boot-test:2.7.15,org.springframework.boot:spring-boot-test:2.7.17,0.0
org.springframework.boot:spring-boot-autoconfigure:2.7.16,org.springframework.boot:spring-boot-autoconfigure:3.1.1,266.0
org.springframework.boot:spring-boot-autoconfigure:2.7.16,org.springframework.boot:spring-boot-autoconfigure:3.1.7,267.0
org.springframework.boot:spring-boot-test:2.7.15,org.springframework.boot:spring-boot-test:2.7.16,0.0
org.springframework.boot:spring-boot-autoconfigure:2.7.16,org.springframework.boot:spring-boot-autoconfigure:3.1.6,267.0
org.springframework.boot:spring-boot:2.7.15,org.springframework.boot:spring-boot:3.2.4,176.0
org.springframework.boot:spring-boot-autoconfigure:2.7.16,org.springframework.boot:spring-boot-autoconfigure:3.1.5,266.0
org.springframework.boot:spring-boot:2.7.15,org.springframework.boot:spring-boot:3.1.4,148.0
org.springframework.boot:spring-boot-autoconfigure:2.7.16,org.springframework.boot:spring-boot-autoconfigure:3.0.10,212.0
org.springframework.boot:spring-boot-test:2.7.15,org.springframework.boot:spring-boot-test:2.7.18,0.0
org.springframework.boot:spring-boot-autoconfigure:2.7.16,org.springframework.boot:spring-boot-autoconfigure:3.2.4,318.0
org.springframework:spring-beans:6.0.16,org.springframework:spring-beans:6.0.13,0.0
org.springframework.boot:spring-boot:2.7.15,org.springframework.boot:spring-boot:3.1.5,151.0
org.springframework.boot:spring-boot-autoconfigure:2.7.16,org.springframework.boot:spring-boot-autoconfigure:2.7.18,0.0
io.netty:netty-common:4.1.87.Final,io.netty:netty-common:4.1.5.Final,157.0
org.springframework:spring-beans:6.0.16,org.springframework:spring-beans:6.0.12,0.0
org.springframework.boot:spring-boot-autoconfigure:2.7.16,org.springframework.boot:spring-boot-autoconfigure:3.0.11,212.0
org.springframework.boot:spring-boot-autoconfigure:2.7.16,org.springframework.boot:spring-boot-autoconfigure:3.2.3,318.0
org.springframework.boot:spring-boot:2.7.15,org.springframework.boot:spring-boot:3.2.3,176.0
org.springframework:spring-beans:6.0.16,org.springframework:spring-beans:5.3.20,83.0
io.netty:netty-resolver:4.1.87.Final,io.netty:netty-resolver:4.1.79.Final,0.0
io.netty:netty-resolver:4.1.87.Final,io.netty:netty-resolver:4.1.89.Final,0.0
org.springframework.boot:spring-boot-autoconfigure:2.7.16,org.springframework.boot:spring-boot-autoconfigure:3.1.4,265.0
org.springframework.boot:spring-boot-test:2.7.15,org.springframework.boot:spring-boot-test:3.2.0,23.0
org.springframework.boot:spring-boot-autoconfigure:2.7.16,org.springframework.boot:spring-boot-autoconfigure:2.7.17,0.0
org.springframework.boot:spring-boot-test:2.7.15,org.springframework.boot:spring-boot-test:3.1.1,23.0
org.springframework.boot:spring-boot-autoconfigure:2.7.16,org.springframework.boot:spring-boot-autoconfigure:3.0.12,213.0
org.springframework.boot:spring-boot-test:2.7.15,org.springframework.boot:spring-boot-test:3.1.4,23.0
org.springframework.boot:spring-boot-test:2.7.15,org.springframework.boot:spring-boot-test:3.2.3,24.0
org.springframework.boot:spring-boot-autoconfigure:2.7.16,org.springframework.boot:spring-boot-autoconfigure:3.0.13,214.0
org.springframework.boot:spring-boot-test:2.7.15,org.springframework.boot:spring-boot-test:3.0.0,22.0
org.springframework.boot:spring-boot-autoconfigure:2.7.16,org.springframework.boot:spring-boot-autoconfigure:2.5.12,213.0
io.netty:netty-resolver:4.1.87.Final,io.netty:netty-resolver:4.1.51.Final,3.0
org.springframework.boot:spring-boot-test:2.7.15,org.springframework.boot:spring-boot-test:3.0.10,22.0
org.springframework.boot:spring-boot-autoconfigure:2.7.16,org.springframework.boot:spring-boot-autoconfigure:2.7.15,0.0
io.netty:netty-tcnative-classes:2.0.56.Final,io.netty:netty-tcnative-classes:2.0.53.Final,2.0
org.springframework.boot:spring-boot-test:2.7.15,org.springframework.boot:spring-boot-test:3.2.1,23.0
io.netty:netty-resolver:4.1.87.Final,io.netty:netty-resolver:4.1.106.Final,0.0
org.springframework.boot:spring-boot-test:2.7.15,org.springframework.boot:spring-boot-test:3.1.2,23.0
org.springframework.boot:spring-boot-autoconfigure:2.7.16,org.springframework.boot:spring-boot-autoconfigure:3.0.0,225.0
org.springframework.boot:spring-boot-autoconfigure:2.7.16,org.springframework.boot:spring-boot-autoconfigure:2.4.3,292.0
io.netty:netty-tcnative-classes:2.0.56.Final,io.netty:netty-tcnative-classes:2.0.59.Final,1.0
org.springframework:spring-expression:6.0.16,org.springframework:spring-expression:6.0.0,13.0
io.netty:netty-tcnative-classes:2.0.56.Final,io.netty:netty-tcnative-classes:2.0.60.Final,2.0
org.springframework.boot:spring-boot-test:2.7.15,org.springframework.boot:spring-boot-test:3.0.13,22.0
org.springframework.boot:spring-boot-test:2.7.15,org.springframework.boot:spring-boot-test:3.0.12,22.0
io.netty:netty-tcnative-classes:2.0.56.Final,io.netty:netty-tcnative-classes:2.0.54.Final,2.0
io.netty:netty-resolver:4.1.39.Final,io.netty:netty-resolver:4.1.43.Final,0.0
org.springframework:spring-aop:6.1.0,org.springframework:spring-aop:6.0.2,18.0
